record_id,source,query_id,direction,title,abstract,year,publication_date,authors,venue,doi,pmid,pmcid,arxiv_id,url,automated_signal,automated_reason,screening_status,future_year_flag,retrieval_provenance,invalid_doi_as_received,machine_screening_suggestion,machine_screening_reason,matched_task_families,matched_diagnostic_terms,matched_physical_terms,matched_adaptation_terms,matched_exclusion_terms,human_screening_required,machine_decision_is_final,reviewer_1_id,reviewer_1_decision,reviewer_1_reason,reviewer_1_date,reviewer_2_id,reviewer_2_decision,reviewer_2_reason,reviewer_2_date,adjudicated_decision,adjudicated_reason,adjudicator_id,adjudication_date
66fd103ee64647c2,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Blue rubber bleb nevus syndrome: a single-center case series in 12 years.,"<h4>Background</h4>Blue rubber bleb nevus syndrome is a rare congenital disease characterized by multiple venous malformations in skin and gastrointestinal tract, not all patients have typical cutaneous lesions, refractory anemia may be the only clinical symptom, it is easy to miss diagnosis.<h4>Methods</h4>A retrospective single center study was conducted on 8 patients with blue rubber bleb nevus syndrome from 2009 to 2021. Data were analyzed including clinical feature, diagnostic workup and results, gene detection, treatment and follow-up.<h4>Results</h4>Five children (62.5%) developed the disease in infancy, which initial symptoms were all cutaneous venous malformations. All children had chronic refractory anemia and gastrointestinal bleeding. Cutaneous lesions were observed in 87.5%, 1 child had multiorgan involvement. Gastrointestinal venous malformations were observed in 100%, lesions were more common in small intestine than in stomach or colon. No somatic mutation in <i>TEK</i> was found in our children. Diagnostic interval was on average 4.7 years. Eighty-seven-point-five percent children received at least one endoscopic or surgical intervention, however, those methods could not eradicate all the lesions and prevent relapse. Two children treated with sirolimus for more than 8 years, only 1 have satisfactory therapeutic effect. Besides, I child has growth retardation and emotional problems during follow-up.<h4>Conclusions</h4>Blue rubber bleb nevus syndrome needs to be considered when find bluish nodular cutaneous lesions, chronic anemia or gastrointestinal bleeding of unknown origin. Capsule endoscopy is the most sensitive in diagnosing of this disease. Oral sirolimus at a relatively low dosage is effective, further comprehensively studies are required to evaluation of its efficacy, safety and the optimal dosage about the children.",2021,2021-11-01,"Xia H, Wu J, Huang Y.",,10.21037/tp-21-238,34976762,PMC8649602,,https://doi.org/10.21037/tp-21-238,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,detect;diagnos,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
a99982f76432c9c4,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,British Society of Gastroenterology guidelines for the management of iron deficiency anaemia in adults.,"Iron deficiency anaemia (IDA) is a major cause of morbidity and burden of disease worldwide. It can generally be diagnosed by blood testing and remedied by iron replacement therapy (IRT) using the oral or intravenous route. The many causes of iron deficiency include poor dietary intake and malabsorption of dietary iron, as well as a number of significant gastrointestinal (GI) pathologies. Because blood is iron-rich it can result from chronic blood loss, and this is a common mechanism underlying the development of IDA-for example, as a consequence of menstrual or GI blood loss.Approximately a third of men and postmenopausal women presenting with IDA have an underlying pathological abnormality, most commonly in the GI tract. Therefore optimal management of IDA requires IRT in combination with appropriate investigation to establish the underlying cause. Unexplained IDA in all at-risk individuals is an accepted indication for fast-track secondary care referral in the UK because GI malignancies can present in this way, often in the absence of specific symptoms. Bidirectional GI endoscopy is the standard diagnostic approach to examination of the upper and lower GI tract, though radiological scanning is an alternative in some situations for assessing the large bowel. In recurrent or refractory IDA, wireless capsule endoscopy plays an important role in assessment of the small bowel.IDA may present in primary care or across a range of specialties in secondary care, and because of this and the insidious nature of the condition it has not always been optimally managed despite the considerable burden of disease- with investigation sometimes being inappropriate, incorrectly timed or incomplete, and the role of IRT for symptom relief neglected. It is therefore important that contemporary guidelines for the management of IDA are available to all clinicians. This document is a revision of previous British Society of Gastroenterology guidelines, updated in the light of subsequent evidence and developments.",2021,2021-09-08,"Snook J, Bhala N, Beales ILP, Cannings D, Kightley C, Logan RP, Pritchard DM, Sidhu R, Surgenor S, Thomas W, Verma AM, Goddard AF.",,10.1136/gutjnl-2021-325210,34497146,PMC8515119,,https://doi.org/10.1136/gutjnl-2021-325210,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,assessment;diagnos;examination,capsule;endoscopy;scan,,,yes,no,,,,,,,,,,,,
24ad76ee66c124af,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,COVID-19: impetus to the adoption of capsule endoscopy as a primary diagnostic tool?,,2021,2021-02-24,McAlindon M.,,10.1136/flgastro-2021-101794,34249309,PMC8231428,,https://doi.org/10.1136/flgastro-2021-101794,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,diagnos,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
b855542d202544e1,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Capsule Endoscopy in Children.,"Since its clearance for use throughout the world, capsule endoscopy (CE) has become an important diagnostic tool, helping us to understand and document both normal and abnormal findings in the small intestine, especially in children, since CE usually can be employed without sedation or radiation. The indications in children and adults are similar, though their relative frequencies are different, with evaluation of potential and known inflammatory bowel disease the most common in the pediatric population, with CE also yielding increased diagnostic certainty compared to radiographic studies and surrogate biomarkers. Newer capsules now create opportunities to expand that understanding and our practices so that we can learn when and how to employ CE and pan-enteric CE to better monitor and guide therapy. It will take further studies to determine the best uses for CE and how to select the appropriate candidates, especially with ongoing concern about capsule ingestion vs. placement, the potential for capsule retention (particularly in known Crohn's disease), still elusive optimal methods for bowel cleansing, and the most meaningful scoring for research and clinical use.",2021,2021-08-13,"Cohen SA, Oliva S.",,10.3389/fped.2021.664722,34485187,PMC8414564,,https://doi.org/10.3389/fped.2021.664722,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,diagnos,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
b0727425a533f4af,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Capsule Endoscopy in Inflammatory Bowel Disease: When? To Whom?,"Capsule endoscopy (CE) has proven to be a valuable diagnostic modality for small bowel diseases over the past 20 years, particularly Crohn's disease (CD), which can affect the entire gastrointestinal tract from the mouth to the anus. CE is not only used for the diagnosis of patients with suspected small bowel CD, but can also be used to assess disease activity, treat-to-target, and postoperative recurrence in patients with established small bowel CD. As CE can detect even mildly non-specific small bowel lesions, a high diagnostic yield is not necessarily indicative of high diagnostic accuracy. Moreover, the cost effectiveness of CE as a third diagnostic test employed usually after ileocolonoscopy and MR or CT enterography is an important consideration. Recently, new developments in colon capsule endoscopy (CCE) have increased the utility of CE in patients with ulcerative colitis (UC) and pan-enteric CD. Although deflation of the colon during the examination and the inability to evaluate dysplasia-associated lesion or mass results in an inherent risk of overestimation or underestimation, the convenience of CCE examination and the risk of flare-up after colonoscopy suggest that CCE could be used more actively in patients with UC.",2021,2021-11-30,"Na SY, Lim YJ.",,10.3390/diagnostics11122240,34943477,PMC8700081,,https://doi.org/10.3390/diagnostics11122240,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,detect;diagnos;diagnostic yield;examination,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
b73787557ad1ae24,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Capsule Endoscopy: Pitfalls and Approaches to Overcome.,"Capsule endoscopy of the gastrointestinal tract is an innovative technology that serves to replace conventional endoscopy. Wireless capsule endoscopy, which is mainly used for small bowel examination, has recently been used to examine the entire gastrointestinal tract. This method is promising for its usefulness and development potential and enhances convenience by reducing the side effects and discomfort that may occur during conventional endoscopy. However, capsule endoscopy has fundamental limitations, including passive movement via bowel peristalsis and space restriction. This article reviews the current scientific aspects of capsule endoscopy and discusses the pitfalls and approaches to overcome its limitations. This review includes the latest research results on the role and potential of capsule endoscopy as a non-invasive diagnostic and therapeutic device.",2021,2021-09-25,"Kim SH, Chun HJ.",,10.3390/diagnostics11101765,34679463,PMC8535011,,https://doi.org/10.3390/diagnostics11101765,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,diagnos;examination,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
6186b8dfc3fbaf62,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Capsule endoscopy - Recent developments and future directions.,"<h4>Introduction</h4>Capsule endoscopy (CE) is an established modality in the diagnostic algorithm of small bowel (SB) pathology. Its use has expanded for investigation of upper and lower gastrointestinal diseases with similar prototypes.<h4>Areas covered</h4>This review covers the role and recent advances of CE, as a non-invasive investigative tool.<h4>Expert opinion</h4>The use of upper gastrointestinal CE is useful in patients who require surveillance for varices particularly in the current era of the COVID-19 pandemic. It has also shown high accuracy in the detection of upper gastrointestinal hemorrhage in patients presenting with a suspicion of hemorrhage. Findings on CE help to guide further management by device-assisted enteroscopy. The data on colon CE suggest comparable diagnostic accuracy to colonoscopy for polyp detection; however, more evidence is required in the high-risk group. Crohn's CE has become an integral part of the management of patients with Crohn's disease offering a comparative assessment tool post escalation of therapy. Artificial intelligence within CE has demonstrated similar if not better diagnostic yield compared to the human with a significantly shorter reading time. Artificial intelligence is likely to be in-built within CE reading platforms over the next few years minimizing reporting time and human error.",2021,2020-11-03,"Chetcuti Zammit S, Sidhu R.",,10.1080/17474124.2021.1840351,33111600,,,https://doi.org/10.1080/17474124.2021.1840351,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,assessment;detect;diagnos;diagnostic yield,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
c6d771d1310d7eb8,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Challenging Diagnosis and Endoscopic Management of Dieulafoy's Lesion-Induced Small-Bowel Bleeding: A Case Report.,"Small-bowel bleeding is a relatively uncommon event of gastrointestinal bleeding. Some causes of small-bowel bleeding, such as vascular lesions, are still challenging to confirm, despite the use of various diagnostic modalities (e.g., capsule endoscopy, deep enteroscopy, and radiographic imaging). Vascular lesion-induced bleeding tends to be insidious and intermittent, but sometimes it can be massive and fatal, so that the timing of an endoscopy is critical. We describe herein the case of an elderly female patient with Dieulafoy's lesion-induced small-bowel bleeding presenting with recurrent melena. In this article, we describe how the cause of her bleeding was found and how the bleeding was stopped endoscopically. Finally, we discuss the characteristics of a small-bowel Dieulafoy's lesion and its endoscopic treatment.",2021,2021-03-01,"Zhu L, Wang ZW, Huang ZQ, Hu Y.",,,33876921,,,https://europepmc.org/article/MED/33876921,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,diagnos,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
9e5cc13dff116021,Europe PMC,ophthalmic-examination,active_observational_sensing,Clinical Evaluation of an Instrument-Integrated OCT-Based Distance Sensor for Robotic Vitreoretinal Surgery.,"<h4>Purpose</h4>To assess the efficacy of an instrument-integrated OCT (iiOCT)-based distance sensor during robotic vitreoretinal surgery using the Preceyes Surgical System (PSS; Preceyes B.V.).<h4>Design</h4>Single-center interventional study.<h4>Participants</h4>Patients requiring vitreoretinal surgery.<h4>Methods</h4>Five patients were enrolled. Standard preoperative OCT images were obtained. After vitrectomy, a predefined set of actions was performed using the iiOCT-based sensor. Images then were processed to assess the signal-to-noise ratio (SNR) at various angles to the retina and at different distances between the instrument tip and the retinal surface. Preoperative and intraoperative OCT images were compared qualitatively and quantitatively.<h4>Main outcomes measures</h4>The feasibility in performing surgical tasks using the iiOCT-based sensor during vitreoretinal surgery, the SNR when imaging the retina, differences among intraoperative and preoperative OCT images, and characteristics of intraoperative retinal movements detected with the iiOCT-based probe.<h4>Results</h4>Surgeons were able to perform all the tasks but one. The PSS was able to maintain a fixed distance. The SNR of the iiOCT-based sensor signal was adequate to determine the distance to the retina and to control the PSS. Analysis of iiOCT-based sensor A-scans identified 3 clearly distinguishable retinal layers, including the inner retinal boundary and the interface at the retinal pigment epithelium-Bruch's membrane. Thickness values differed by less than 5% from that measured by preoperative OCT, indicating its accuracy. The Fourier analysis of iiOCT-based sensor recordings identified anteroposterior retinal movements attributed to heartbeat and respiration.<h4>Conclusions</h4>This iiOCT-based sensor was tested successfully and promises reliable use during robot-assisted surgery. An iiOCT-based sensor is a promising step toward OCT-guided robotic retinal surgery.",2021,2021-11-26,"Cereda MG, Parrulli S, Douven YGM, Faridpooya K, van Romunde S, Hüttmann G, Eixmann T, Schulz-Hildebrandt H, Kronreif G, Beelen M, de Smet MD.",,10.1016/j.xops.2021.100085,36246942,PMC9560530,,https://doi.org/10.1016/j.xops.2021.100085,possible,diagnostic and action terms co-occur,awaiting_human_title_abstract_screen,False,Europe PMC:ophthalmic-examination;PubMed:ophthalmic-examination,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,detect,probe;robot;robotic;scan,,,yes,no,,,,,,,,,,,,
bb2416c327732d89,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Clinical Performance of New Software to Automatically Detect Angioectasias in Small Bowel Capsule Endoscopy.,"<h4>Background</h4>Video capsule endoscopy (VCE) revolutionized the diagnosis and management of obscure gastrointestinal bleeding, though the rate of detection of small bowel lesions by the physician is still disappointing. Our group developed a novel algorithm (CMEMS-Uminho) to automatically detect angioectasias which display greater accuracy in VCE static frames than other methods previously published. We aimed to evaluate the algorithm overall performance and assess its diagnostic yield and usability in clinical practice.<h4>Methods</h4>Algorithm overall performance was determined using 54 full-length VCE recordings. To assess its diagnostic yield and usability in clinical practice, 38 VCE examinations with the clinical diagnosis of angioectasias consecutively performed (2017-2018) were evaluated by three physicians with different experiences. The CMEMS-Uminho algorithm was also applied. The performance of the CMEMS-Uminho algorithm was defined by a positive concordance between a frame automatically selected by the software and a study independent capsule endoscopist.<h4>Results</h4>Overall performance in complete VCE recordings was 77.7%, and diagnostic yield was 94.7%. There were significant differences between physicians in regard to global detection rate (<i>p</i> < 0.001), detection rate per capsule (<i>p</i> < 0.001), diagnostic yield (<i>p</i> = 0.007), true positive rate (<i>p</i> < 0.001), time (<i>p</i> < 0.001), and speed viewing (<i>p</i> < 0.001). The application of CMEMS-Uminho algorithm significantly enhanced all readers' global detection rate (<i>p</i> < 0.001) and the differences between them were no longer observed.<h4>Conclusion</h4>The CMEMS-Uminho algorithm detained a good overall performance and was able to enhance physicians' performance, suggesting a potential usability of this tool in clinical practice.",2021,2020-10-20,"Costa D, Vieira P, Pinto C, Arroja B, Leal T, Mendes S, Gonçalves R, Lima C, Rolanda C.",,10.1159/000510024,33791395,PMC7991495,,https://doi.org/10.1159/000510024,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,detect;diagnos;diagnostic yield;examination,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
25a12492053ba239,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Clinical utility of the small bowel capsule endoscopy in the study of small bowel diseases in Colombia: Results of a national registry.,"<h4>Introduction</h4>The small bowel capsule endoscopy (SBCE) has revolutionised the study of small bowel diseases. The objective of this study is to determine the indications, findings and diagnostic yield of SBCE in a national registry.<h4>Patients and methods</h4>An observational, analytical cross-sectional study was carried out, analysing the SBCE records at seven centres in the country, where different variables were collected.<h4>Results</h4>1,883 SBCEs were evaluated. The average age was 55.4 years (5.6-94.2). The most frequent indications were suspicion of small bowel bleeding (SBB) (64.4%), study of Crohn's disease (15.2%) and chronic diarrhoea (11.2%). 54.3% were prepared with laxatives. The most frequent lesions found were erosions/ulcers (31.6%), angioectasias (25.7%) and parasitosis (2.7%). The diagnostic yield (P1+P2, Saurin classification) of SBCE in SBB was 60.6%, being higher in overt SBB (66.0%) compared to occult SBB (56.0%) (P=.003). The studies with better preparation showed higher detection of lesions (93.8% vs. 89.4%) (OR=1.8, CI: 95%: 1.2-2.6; P=.004). The SBCE complication rate was 3.1%, with complete SB visualisation at 96.6% and SB retention rate of 0.7%. 81.5% of SBCEs were performed on an outpatient basis, and presented a greater complete SB visualisation than hospital ones (97.1% vs. 94.3%) (OR=2.1, CI: 95%, 1.2-3.5; P=.008).<h4>Conclusions</h4>The indications, findings and diagnostic performance of SBCEs in Colombia are similar to those reported in the literature, with a high percentage of complete studies and a low rate of complications.",2021,2020-10-29,"Juliao-Baños F, Galiano MT, Camargo J, Mosquera-Klinger G, Carvajal J, Jaramillo C, Sabbagh L, Cure H, García F, Velasco B, Manrique C, Parra V, Flórez C, Bareño J.",,10.1016/j.gastrohep.2020.09.011,33199128,,,https://doi.org/10.1016/j.gastrohep.2020.09.011,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,detect;diagnos;diagnostic yield,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
2b96639625564efb,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Clinicopathological Features of Small Bowel Tumors Diagnosed by Video Capsule Endoscopy and Balloon-Assisted Enteroscopy: A Single Center Experience.,"<h4>Background/aims</h4>Small bowel malignancies often present a diagnostic challenge due to their relative rarity and nonspecific clinical symptoms. However, technical developments in endoscopic instruments, including video capsule endoscopy (VCE) and enteroscopy, have allowed for the visualization of the entire small bowel. This study aimed to investigate the clinicopathological features of small bowel malignant tumors diagnosed by VCE and double-balloon enteroscopy (DBE) in a single tertiary center.<h4>Methods</h4>We retrospectively analyzed VCE and DBE findings from Korea University Guro Hospital from January 2010 through September 2018.<h4>Results</h4>A total of 510 VCE and 126 DBE examinations were performed in 438 patients. Small bowel malignancies were diagnosed in 28 patients (15 males; mean age, 61.0 years; range, 42 to 81 years). Among them, 8 had lymphoma, 8 had primary adenocarcinoma, 7 had gastrointestinal stromal tumor (GIST) and 5 had metastatic cancer. Abdominal pain and obstructive symptoms were the most common findings in metastatic cancers (4/5, 80%). On the other hand, obscure gastrointestinal bleeding was the most common symptom of GIST (6/7, 85.7%) and adenocarcinoma (3/8, 37.5%).<h4>Conclusion</h4>Approximately 6% of the patients who underwent either VCE or DBE were diagnosed with small bowel malignancy. These findings demonstrated the different clinical characteristics among small bowel malignancies and merit further study.",2021,2020-08-31,"Yoo AY, Lee BJ, Kim WS, Kim SM, Kim SH, Joo MK, Kim HJ, Park JJ.",,10.5946/ce.2020.047,32892518,PMC7939772,,https://doi.org/10.5946/ce.2020.047,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,diagnos;examination,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
617878ad04f60f2d,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Colon Capsule Endoscopy as a Diagnostic Adjunct in Patients with Symptoms from the Lower Gastrointestinal Tract.,"Prompted by the core idea of wireless capsule endoscopy as a painless gastrointestinal examination, and the easy adoption of small bowel capsule endoscopy, the armamentarium of the capsule-based imaging platforms has grown to include colon capsule devices as well [...].",2021,2021-09-13,"Bjørsum-Meyer T, Baatrup G, Koulaouzidis A.",,10.3390/diagnostics11091671,34574011,PMC8467213,,https://doi.org/10.3390/diagnostics11091671,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,diagnos;examination,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
835f4f7d3fe03f2d,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Colon capsule endoscopy in colorectal cancer screening: Interim analyses of randomized controlled trial CareForColon2015.,"<b>Background and study aims</b> The Danish CareForColon2015 trial, launched in 2020 as part of the Danish Colorectal Cancer Screening program, is the largest randomized controlled trial to date on colon capsule endoscopy (CCE). This paper presents the interim analysis with the objective of ensuring the safety of patients in the intervention group and evaluating the clinical performance of the trial's predefined clinical parameters. <b>Patients and methods</b> We evaluated the initial 234 CCEs according to quality, safety, and completion. The participation rates and preference distribution of all individuals invited were analyzed and sample size calculations were adjusted. <b>Results</b> Fecal immunochemical test and diagnostic participation rates were 62.1 % and 91.1 %, respectively. The completion rate for CCEs was 67.9 % and the rate of conclusive investigations was 80.3 %. The polyp detection rate (PDR) was high (73.5 %), only two (0.85 %) technical failures in 234 videos were observed, and six suspected cancers were identified (2.6 %). No major adverse events were recorded. The required number of invitations had been underestimated due to inaccurate assumptions in sample size calculations. <b>Conclusions</b> The trial was efficient and safe in terms of CCE quality and time to diagnostic investigation. Participation rates and PDRs were high. The proportion of suspected cancers was lower than expected and will be followed. The completion rate for CCEs was acceptable but lower than expected and the CCE procedure was reviewed for potential improvements and Resolor was added to the regime. The number of invitations for the intervention group of the trial has been adjusted from 62,107 to 185,153.",2021,2021-11-12,"Deding U, Bjørsum-Meyer T, Kaalby L, Kobaek-Larsen M, Thygesen MK, Madsen JB, Kroijer R, Baatrup G.",,10.1055/a-1546-8727,34790535,PMC8589533,,https://doi.org/10.1055/a-1546-8727,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,detect;diagnos;screen,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
93a586ad0aa1000d,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Combined Use of Computed Tomography Enterography/Enteroclysis and Capsule Endoscopy Improves the Accuracy of Diagnosis of Small Bowel Bleeding.,"Objective CT enterography/enteroclysis (CTE) is listed in the clinical practice guidelines as a method for diagnosing small bowel bleeding, as is capsule endoscopy (CE), but there are no real-world data yet available on CTE in Japan. This study aimed to investigate the diagnostic ability of CTE and long-term prognosis after CTE in Japan. Patients We conducted a retrospective cohort study of patients suspected of having small bowel bleeding who underwent both CTE and CE within 30 days between April 2008 and March 2019. The number of patients free from rebleeding for up to 24 months was thus determined. Results Seventy-one patients were extracted from the database. The 43 patients (60.6%) with a definite and suspicious source of bleeding in the small bowel were detected by CTE. When the 31 patients with a definite source of bleeding in the small bowel were analyzed, the sensitivity of CTE was 19/31 (61.3%) and that of CE was 24/31 (77.4%), thus indicating no significant difference (p=0.332). However, the sensitivity when CTE and CE were used in combination was 30/31 (96.8%), which was significantly higher than that of CE alone (p=0.0412). No rebleeding was observed in the CTE and CE negative group (p=0.0965). Conclusion The combined use of CTE and CE increased the detection rate of small bowel bleeding. Therefore, in patients with suspected tumor/polyp lesions, not only CE, but also CTE should be performed. This study provides the first real-world data on the diagnostic accuracy of CTE for small bowel bleeding in Japan.",2021,2021-08-15,"Unno M, Hashimoto S, Shimizu K, Onoda H, Tanabe M, Shirasawa T, Goto A, Hamabe K, Okamoto T, Nishikawa J, Ito K, Sakaida I.",,10.2169/internalmedicine.6785-20,34393155,PMC8429301,,https://doi.org/10.2169/internalmedicine.6785-20,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,detect;diagnos,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
3f07f2ff6b4e3b26,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Comparison of the Positive Rate and Diagnostic Value of Capsule Endoscopy and Double-Balloon Enteroscopy in Small Bowel Disease: A Retrospective Cohort Analysis.,"<h4>Background</h4>Capsule endoscopy (CE) and double-balloon enteroscopy (DBE) have provided great help in the diagnosis and treatment of small bowel diseases (SBD). The aim of this study was to explore the positive rate and diagnostic value of CE and DBE for patients who were suspected of having SBD, and to make a comparison between the two methods.<h4>Methods</h4>A retrospective study was conducted to analyze the cases at Renmin Hospital of Wuhan University. We divided the patients into CE and DBE group, and recorded the basic characteristics of the patients, checking the results of CE and DBE, positive rate, sensitivity and specificity for statistical analysis.<h4>Results</h4>A total of 244 patients were included in our research, including 122 in the CE group and 122 in the DBE group. The positive rate of CE for intestinal diseases was 84.4%, higher than that of DBE (78.7%), but DBE (75.2% and 92.3%) had higher sensitivity and specificity than CE (70.5% and 88.2%), though the differences were not statistically significant. The three most common positive findings in patients were inflammation, erosion, or ulcers (28.7%), vascular malformations (14.3%), and eminence lesions (9.0%). CE had a higher rate detection of inflammation, erosion, or ulcers than DBE (36.1% vs 21.3%), but they both had high positive rates for vascular malformations (13.9% and 14.8%). In addition, both methods had higher positive rates in patients with gastrointestinal bleeding compared to other symptoms.<h4>Conclusion</h4>CE and DBE are both important methods for intestinal examination. Patients can choose appropriate tests according to their condition.",2021,2021-03-01,"Ye X, Liao Y, Deng T.",,10.34172/aim.2021.33,33878880,,,https://doi.org/10.34172/aim.2021.33,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,detect;diagnos;examination,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
a32e355b4d849303,Europe PMC,capsule-and-luminal-robots,active_observational_sensing,Deep Transfer Learning for Automated Intestinal Bleeding Detection in Capsule Endoscopy Imaging.,"<h4>Purpose</h4>The objective of this paper was to develop a computer-aided diagnostic (CAD) tools for automated analysis of capsule endoscopic (CE) images, more precisely, detect small intestinal abnormalities like bleeding.<h4>Methods</h4>In particular, we explore a convolutional neural network (CNN)-based deep learning framework to identify bleeding and non-bleeding CE images, where a pre-trained AlexNet neural network is used to train a transfer learning CNN that carries out the identification. Moreover, bleeding zones in a bleeding-identified image are also delineated using deep learning-based semantic segmentation that leverages a SegNet deep neural network.<h4>Results</h4>To evaluate the performance of the proposed framework, we carry out experiments on two publicly available clinical datasets and achieve a 98.49% and 88.39% F1 score, respectively, on the capsule endoscopy.org and KID datasets. For bleeding zone identification, 94.42% global accuracy and 90.69% weighted intersection over union (IoU) are achieved.<h4>Conclusion</h4>Finally, our performance results are compared to other recently developed state-of-the-art methods, and consistent performance advances are demonstrated in terms of performance measures for bleeding image and bleeding zone detection. Relative to the present and established practice of manual inspection and annotation of CE images by a physician, our framework enables considerable annotation time and human labor savings in bleeding detection in CE images, while providing the additional benefits of bleeding zone delineation and increased detection accuracy. Moreover, the overall cost of CE enabled by our framework will also be much lower due to the reduction of manual labor, which can make CE affordable for a larger population.",2021,2021-03-16,"Ghosh T, Chakareski J.",,10.1007/s10278-021-00428-3,33728563,PMC8290011,,https://doi.org/10.1007/s10278-021-00428-3,low,no conservative automated scope signal,awaiting_human_title_abstract_screen,False,Europe PMC:capsule-and-luminal-robots;PubMed:capsule-and-luminal-robots,,manual_scope_screen,partial scope signals; requires title-and-abstract adjudication,,detect;diagnos,capsule;endoscopy,,,yes,no,,,,,,,,,,,,
