source_dbs,source_ids,doi,pmid,title,year,publication_date,work_type,venue,cited_by_count,url,query_tasks,included,exclusion_reason,class_code,class_en,class_zh,primary_task,task_en,task_zh,evidence_tier,abstract
arXiv,1902.03682v1,10.1126/science.aay3062,,Paradigm shift in electron-based crystallography via machine learning,2019,2019-02-10,preprint,"arXiv [cond-mat.mtrl-sci, cs.CV]",0,http://arxiv.org/abs/1902.03682v1,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Accurately determining the crystallographic structure of a material, organic or inorganic, is a critical primary step in material development and analysis. The most common practices involve analysis of diffraction patterns produced in laboratory XRD, TEM, and synchrotron X-ray sources. However, these techniques are slow, require careful sample preparation, can be difficult to access, and are prone to human error during analysis. This paper presents a newly developed methodology that represents a paradigm change in electron diffraction-based structure analysis techniques, with the potential to revolutionize multiple crystallography-related fields. A machine learning-based approach for rapid and autonomous identification of the crystal structure of metals and alloys, ceramics, and geological specimens, without any prior knowledge of the sample, is presented and demonstrated utilizing the electron backscatter diffraction (EBSD) technique. Electron backscatter diffraction patterns are collected from materials with well-known crystal structures, then a deep neural network model is constructed for classification to a specific Bravais lattice or point group. The applicability of this approach is evaluated on diffraction patterns from samples unknown to the computer without any human input or data filtering. This is in comparison to traditional Hough transform EBSD, which requires that you have already determined the phases present in your sample. The internal operations of the neural network are elucidated through visualizing the symmetry features learned by the convolutional neural network. It is determined that the model looks for the same features a crystallographer would use, even though it is not explicitly programmed to do so. This study opens the door to fully automated, high-throughput determination of crystal structures via several electron-based diffraction techniques."
OpenAlex,W2945375044,10.1117/1.jmi.6.2.025006,,Preclinical evaluation of an integrated robotic system for magnetic resonance imaging guided shoulder arthrography,2019,2019-05-15,article,Journal of medical imaging,14,https://doi.org/10.1117/1.jmi.6.2.025006,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Shoulder arthrography is a diagnostic procedure which involves injecting a contrast agent into the joint space for enhanced visualization of anatomical structures. Typically, a contrast agent is injected under fluoroscopy or computed tomography (CT) guidance, resulting in exposure to ionizing radiation, which should be avoided especially in pediatric patients. The patient then waits for the next available magnetic resonance imaging (MRI) slot for obtaining high-resolution anatomical images for diagnosis, which can result in long procedure times. Performing the contrast agent injection under MRI guidance could overcome both these issues. However, it comes with the challenges of the MRI environment including high magnetic field strength, limited ergonomic patient access, and lack of real-time needle guidance. We present the development of an integrated robotic system to perform shoulder arthrography procedures under intraoperative MRI guidance, eliminating fluoroscopy/CT guidance and patient transportation from the fluoroscopy/CT room to the MRI suite. The average accuracy of the robotic manipulator in benchtop experiments is 0.90 mm and 1.04 deg, whereas the average accuracy of the integrated system in MRI phantom experiments is 1.92 mm and 1.28 deg at the needle tip. Based on the American Society for Testing and Materials (ASTM) tests performed, the system is classified as MR conditional."
OpenAlex,W2992504991,10.1615/jlongtermeffmedimplants.2019030019,,Radiographic and Clinical Outcomes Following Robotic-Assisted Lateral Unicompartmental Knee Arthroplasty,2019,2019-01-01,article,Journal of Long-Term Effects of Medical Implants,3,https://doi.org/10.1615/jlongtermeffmedimplants.2019030019,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Core (title-explicit),"Much advancement has been made in the treatment of knee arthritis. A special area of interest has been the treatment of medial unicompartmental disease. However, patients with isolated lateral compartment arthritis represent a significant subset of the population. Lateral unicompartmental knee arthroplasty (UKA) is performed much less frequently than in the medial compartment and is known to be more technically demanding and less reproducible. Robotic-assisted arthroplasty provides a tool to improve component placement and reproducibility. The purpose of this study is to retrospectively review radiographic and clinical outcomes following robotic-assisted lateral UKA. We retrospectively reviewed 22 patients who underwent robotic-assisted lateral UKA by a single surgeon. Indications consisted of isolated lateral compartment arthritis with correctable valgus deformity and an intact anterior cruciate ligament. Eighteen patients met all inclusion criteria, resulting in 20 lateral UKA. Radiographic and clinical outcomes were evaluated and we found that robotic assistance during lateral UKA provided accurate and reproducible results. Native alignment of the tibia and femur were well maintained in the coronal and sagittal planes, and no overcorrection occurred. The standard deviation of tibial components was 1.8°, indicating strong accuracy and reproducibility. Operative times were increased, but this did not lead to intraoperative complications or slowed progression of postoperative rehabilitation. Robotic-assisted lateral UKA provides a tool for accurate and reproducible component placement with excellent short-term clinical outcomes."
arXiv,1912.07750v1,,,Rapid Identification of X-ray Diffraction Spectra Based on Very Limited Data by Interpretable Convolutional Neural Networks,2019,2019-12-16,preprint,"arXiv [physics.data-an, physics.ins-det]",0,http://arxiv.org/abs/1912.07750v1,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Large volumes of data from material characterizations call for rapid and automatic data analysis to accelerate materials discovery. Herein, we report a convolutional neural network (CNN) that was trained based on theoretic data and very limited experimental data for fast identification of experimental X-ray diffraction (XRD) spectra of metal-organic frameworks (MOFs). To augment the data for training the model, noise was extracted from experimental spectra and shuffled, then merged with the main peaks that were extracted from theoretical spectra to synthesize new spectra. For the first time, one-to-one material identification was achieved. The optimized model showed the highest identification accuracy of 96.7% for the Top 5 ranking among a dataset of 1012 MOFs. Neighborhood components analysis (NCA) on the experimental XRD spectra shows that the spectra from the same material are clustered in groups in the NCA map. Analysis on the class activation maps of the last CNN layer further discloses the mechanism by which the CNN model successfully identifies individual MOFs from the XRD spectra. This CNN model trained by the data-augmentation technique would not only open numerous potential applications for identifying XRD spectra for different materials, but also pave avenues to autonomously analyze data by other characterization tools such as FTIR, Raman, and NMR."
arXiv,1902.11089v1,10.1109/lra.2019.2950499,,Real-time 3D Shape Instantiation for Partially-deployed Stent Segment from a Single 2D Fluoroscopic Image in Robot-assisted Fenestrated Endovascular Aortic Repair,2019,2019-02-28,preprint,arXiv [cs.CV],0,http://arxiv.org/abs/1902.11089v1,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Core (title-explicit),"In robot-assisted Fenestrated Endovascular Aortic Repair (FEVAR), accurate alignment of stent graft fenestrations or scallops with aortic branches is essential for establishing complete blood flow perfusion. Current navigation is largely based on 2D fluoroscopic images, which lacks 3D anatomical information, thus causing longer operation time as well as high risks of radiation exposure. Previously, 3D shape instantiation frameworks for real-time 3D shape reconstruction of fully-deployed or fully-compressed stent graft from a single 2D fluoroscopic image have been proposed for 3D navigation in robot-assisted FEVAR. However, these methods could not instantiate partially-deployed stent segments, as the 3D marker references are unknown. In this paper, an adapted Graph Convolutional Network (GCN) is proposed to predict 3D marker references from 3D fully-deployed markers. As original GCN is for classification, in this paper, the coarsening layers are removed and the softmax function at the network end is replaced with linear mapping for the regression task. The derived 3D and the 2D marker references are used to instantiate partially-deployed stent segment shape with the existing 3D shape instantiation framework. Validations were performed on three commonly used stent grafts and five patient-specific 3D printed aortic aneurysm phantoms. Comparable performances with average mesh distance errors of 1$\sim$3mm and average angular errors around 7degree were achieved."
OpenAlex,W2913290747,10.1016/j.wneu.2019.01.097,,Robot-Assisted Versus Fluoroscopy-Guided Pedicle Screw Placement in Transforaminal Lumbar Interbody Fusion for Lumbar Degenerative Disease,2019,2019-01-30,article,World Neurosurgery,84,https://doi.org/10.1016/j.wneu.2019.01.097,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Core (title-explicit),
OpenAlex,W2918890457,10.1097/upj.0000000000000053,,Robotic Pyeloplasty in Patients with Equivocal Diuretic Renogram,2019,2019-03-05,article,Urology Practice,2,https://doi.org/10.1097/upj.0000000000000053,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"INTRODUCTION: Previous studies examining patients with equivocal renal scans performed before robotic assisted pyeloplasty for ureteropelvic junction obstruction have shown conflicting results regarding outcomes. To address these conflicting reports we compared rates of symptom resolution and improvement in postoperative radiographic scans between patients at our institution presenting with equivocal vs obstructed preoperative diuretic renograms. METHODS: We conducted a retrospective review of 143 patients who underwent robotic assisted pyeloplasty by a single surgeon at our institution from 2001 to 2017. Patients with preoperative and postoperative diuretic renograms available were included in study. Patients were analyzed in equivocal preoperative imaging or obstructed preoperative imaging groups. RESULTS: A total of 102 patients were included in this study, 16 with equivocal diuretic renograms and 86 with obstructed diuretic renograms. Mean preoperative differential function was 34.9% in the obstructed group and 43.2% in the equivocal group (p=0.07). Postoperative symptom resolution was equivalent between equivocal and obstructed groups (87.5% vs 89.4%, p=0.69). However, improvement in diuretic renogram obstruction was significantly greater in obstructed compared with equivocal cases (84.7% vs 56.3%, p=0.01). CONCLUSIONS: Surgical management of patients with equivocal obstruction can be challenging. Patients with preoperative equivocal diuretic renograms are less likely to have radiographic improvement after robotic assisted pyeloplasty but do experience equivalent symptom resolution compared to patients with obstructed preoperative diuretic renograms. Symptom improvement rather than improvement in radiographic obstruction should be the primary focus when offering robotic assisted pyeloplasty to patients presenting with equivocal diuretic renograms."
OpenAlex,W2969476388,10.1093/jscr/rjz231,,Robotic cholecystectomy and cholecystoenteric fistula closure in a female with remote cholangitis,2019,2019-07-11,article,Journal of Surgical Case Reports,9,https://doi.org/10.1093/jscr/rjz231,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Cholecystocolic fistula (CCF), a connection between the gallbladder and neighboring colon, is a rare entity with little consensus as to the optimal surgical management. Existing case reports have described both open and laparoscopic repairs. We describe the first reported case of a successful robotic repair of a CCF in a 50-year-old woman diagnosed with cholangitis 5 years prior to surgery. The patient had a longitudinal follow-up by a single surgeon, allowing for early diagnosis and repair. This case also includes radiographic imaging over 5 years during the index hospitalization and preoperative workup. This allows for a glimpse into the natural pathogenesis of this disease. After robotic surgery, the patient made a complete recovery with no postoperative complications."
OpenAlex,W2969212002,10.1007/s00330-019-06409-z,,Robotic needle insertion during computed tomography fluoroscopy–guided biopsy: prospective first-in-human feasibility trial,2019,2019-08-23,article,European Radiology,47,https://doi.org/10.1007/s00330-019-06409-z,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Core (title-explicit),
OpenAlex,W2991409365,,,Robotic-Arm Assisted Total Knee Arthroplasty More Accurately Restored the Posterior Condylar Offset Ratio and the Insall-Salvati Index Compared to the Manual Technique; A Cohort-Matched Study.,2019,2019-05-15,article,PubMed,58,https://openalex.org/W2991409365,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"INTRODUCTION: Despite the demonstrated success of modern total knee arthroplasty (TKA), it remains a procedure that involves sophisticated preoperative planning and meticulous technique to reconstruct the mechanical axis, achieve ideal joint balance, and restore maximal range-of-motion (ROM). Recently, robotic-arm assisted TKAs have emerged as a promising new technology offering several technical advantages, and it is achieving excellent radiological results, including establishing the posterior condylar offset ratio (PCOR) and the Insall-Salvati Index (ISI). Studies have demonstrated that these parameters are surgically modifiable, and their accurate restoration (fewer mean differences) correlate with improved final joint range-of-motion. However, there is a paucity of studies that evaluate these parameters in light of performing robotic-arm assisted TKA. Therefore, in this study, we aimed to compare: 1) PCOR and 2) ISI restoration in a cohort of patients who underwent robotic-arm assisted versus manual TKA. MATERIALS AND METHODS: We evaluated a series of 43 consecutive robotic-arm assisted (mean age 67 years; range, 46 to 79 years) and 39 manual total knee arthroplasties (mean age 66 years; range, 48 to 78 years) performed by seven fellowship-trained joint reconstructive surgeons. All surgeries were performed using medial para-patellar approaches by high-volume surgeons. Using the Knee Society Radiographic Evaluation System, preoperative and four-to six-week postoperative radiographs were analyzed to determine the PCOR and patella height based on the ISI. RESULTS: The mean postoperative PCOR was larger in manual TKA when compared to the robotic-assisted cohort (0.53 vs. 0.49; p=0.024). The absolute mean difference between pre- and postoperative PCOR was larger in manual when compared to robotic-arm assisted TKA (0.03 vs. 0.004; p=0.01). In addition, the number of patients who had postoperative ISI outside of the normal range (0.8 to 0.12) was higher in the manual cohort (12 vs. 4). CONCLUSION: Patients who underwent TKA using robotic-arm assisted technology had smaller mean differences in PCOR which has been previously shown to correlate with better joint ROM at one year following surgery. In addition, these patients were less likely to have values outside of normal ISI, which means they are less likely to develop patella baja, a condition in which the patella would impinge onto the patellar component, leading to restricted flexion and overall decreased ROM."
OpenAlex,W2920263555,10.1111/os.12430,,Robot‐assisted Percutaneous Cannulated Screw Fixation of Femoral Neck Fractures: Preliminary Clinical Results,2019,2019-02-01,article,Orthopaedic Surgery,48,https://doi.org/10.1111/os.12430,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"Objective To assess the clinical efficacy of TiRobot‐assisted percutaneous cannulated screw fixation in the treatment of femoral neck fractures. Methods From September 2015 to July 2017, 26 patients with unilateral femoral neck fractures were treated with TiRobot‐assisted percutaneous cannulated screw fixation. The femoral necks were fixed using three cannulated screws with robot assistance applying the following procedure: image acquisition, path planning, and needle and screw placement. The results of the treatment, including operation duration, frequency of fluoroscopy use, implant placement accuracy, intraoperative bleeding, total drilling, surgical complications, fracture healing time, fracture healing rate, and Harris scores at the last follow‐up, were recorded and compared with 23 similar patients who underwent conventional manual positioning surgery. Results A total of 147 cannulated screws were placed in all patients. The TiRobot group had shorter operation duration (62.6 ± 8.7 min vs 72.4 ± 10.3 min) and fracture healing time (5.1 ± 2.4 months vs 5.9 ± 2.8 months) than the conventional group ( P &gt; 0.05). The robot group had significantly less use of fluoroscopy (26.5 ± 7.4 times vs 51.3 ± 9.4 times), intraoperative bleeding (8.2 ± 5.3 mL vs 36.4 ± 12.5 mL), and total drilling (9.4 ± 4.2 times vs 18.3 ± 9.1 times) than the conventional group (all P &lt; 0.05). The screw parallelism was significantly improved (24.0 ± 0.6 points vs 21.5 ± 1.2 points) and the neck‐width coverage (72.0 ± 6.7 mm 2 vs 53.8 ± 10.4 mm 2 ) was significantly enlarged compared to the conventional group ( P &lt; 0.05). Only three guiding needles were used to penetrate the femoral head during manual insertion in the TiRobot group, which was significantly lower than that in the conventional group (3/78, 3.8% vs 9/69, 13.0%; P &lt; 0.05). Other complications such as wound infection, vascular or nerve injury, screw loosening, and secondary screw displacement, did not occur in the two groups. There was no significant difference between the two groups in fracture healing rate (88.4% vs 82.6%) and Harris scores at the last follow up (88.2 ± 3.6 points vs 87.3 ± 4.7 points; P &gt; 0.05). Conclusion TiRobot‐assisted percutaneous cannulated screw fixation of femoral neck fractures is advantageous over conventional surgery with manual positioning due to easier manipulation, more accurate screw insertion, less invasion, and less radiation exposure, suggesting that it is a better method to stabilize femoral neck fractures."
OpenAlex,W2917569337,10.1111/os.12428,,Robot‐assisted Percutaneous Transfacet Screw Fixation Supplementing Oblique Lateral Interbody Fusion Procedure: Accuracy and Safety Evaluation of This Novel Minimally Invasive Technique,2019,2019-02-01,article,Orthopaedic Surgery,39,https://doi.org/10.1111/os.12428,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"OBJECTIVES: Percutaneous transfacet screw fixation (pTSF) is a minimally invasive posterior fixation technique supplementing oblique lateral interbody fusion (OLIF) for lumbar spinal disorders. Accurate screw insertion is difficult to achieve and technically demanding under 2-D fluoroscopy. Recently developed robot-assisted spinal surgery demonstrated a high level of accuracy of pedicle screw insertion and a low complication rate. No published study has reported this combination technique. The aim of our study was to evaluate the accuracy and safety properties of the combination of both minimally invasive techniques: robot-assisted pTSF supplementing the OLIF procedure. METHODS: This was an experimental and prospective study. Selected consecutive patients with lumbar degenerative disorders received robot-assisted pTSF supplementing the OLIF procedure using the TianJi Robot system operated by one senior surgeon from March to October 2018. The accuracy of screw insertion and perioperative screw-related complications were evaluated. Assessment of the accuracy of screw insertion included intraoperative robotic guidance accuracy and incidence of screw encroachments. Intraoperative robotic guidance accuracy referred to translational and angular deviations of screws, which were assessed by comparing the planned and actual screw trajectories guided by the robot on reconstructed images using TianJi Robot Planning Software. Screw encroachments were evaluated on postoperative CT images and classified by a grading system (A, excellent; B, good; C, poor). Screw-related complications including intraoperative pin skidding, screw malposition and adjustment, together with postoperative neurological symptoms that correlated with screw malposition were recorded. RESULTS: level fixation. The average surgical time was 3.3 h (SD, 0.8 h). The mean blood loss was 90 mL (SD, 32 mL). Intraoperative guidance accuracy showed 1.09 ± 0.17 mm (ranging from 0.75 to 1.22 mm) translational deviation and 2.17° ± 0.39° (ranging from 1.47° to 2.54°) angular deviation. The gradings of screw encroachment were: 17 screws (71%) with Grade A, 6 screws (25%) with Grade B, and 1 screw (4%) with Grade C. Only one pin skidding occurred intraoperatively and revised subsequently. No postoperative neurological complications were found. CONCLUSION: Our preliminary study of robot-assisted pTSF supplementing the OLIF procedure showed a high level of accuracy for screw insertion and this minimally invasive combination technique was found to be a feasible and safe procedure."
OpenAlex,W4316664653,,,Role Of Robot-Assisted Partial Nephrectomy For Renal Cell Carcinomas In The Purpose Of Nephron Sparing,2019,2019-10-01,article,DOAJ (DOAJ: Directory of Open Access Journals),0,https://openalex.org/W4316664653,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"I-Hung Shao,1,2 Hung-Cheng Kan,1,2 Chung-Yi Liu,1,2 Po-Hung Lin,1,2 Kai-Jie Yu,1,2 See-Tong Pang,1,2 Chun-Te Wu,3 Cheng-Keng Chuang,1,2 Ying-Hsu Chang1,2 1Division of Urology, Department of Surgery, LinKou Chang Gung Memorial Hospital, Taoyuan, Taiwan; 2College of Medicine, Chang Gung University, Taoyuan, Taiwan; 3Division of Urology, Department of Surgery, KeeLung Chang Gung Memorial Hospital, KeeLung, TaiwanCorrespondence: Cheng-Keng Chuang; Ying-Hsu ChangDivision of Urology, Department of Surgery, Chang Gung Memorial Hospital, 5 Fu-Shing Street, Kweishan, Taoyuan 333, TaiwanTel +886-3-3281200 Ext 2103Fax +886-3-3285818Email chuang89@cgmh.org.tw; anatomy@cgmh.org.twIntroduction: Surgery remains the standard treatment for localized renal cell carcinomas, and partial nephrectomy is considered before radical nephrectomy with the aim of preserving renal function. This study aimed to compare robot-assisted and open partial nephrectomy for the purpose of nephron sparing.Materials and methods: We retrospectively enrolled consecutive patients who received partial nephrectomy at a single tertiary medical center from January 2008 to January 2015. Medical records and radiographic images were reviewed. We analyzed the patients&amp;amp;rsquo; general characteristics, underlying disease, complications, length of hospital stay, renal tumor complexity, surgery type, renal function, and specimen and tumor size. A comparison between open and robot-assisted nephrectomy groups was performed.Results: A total of 136 patients were enrolled, with a male to female ratio of 2:3 and a mean age of 57.8 years. Of these, 71 and 65 patients received open and robot-assisted surgery, respectively. Compared with the open group, patients who underwent robot-assisted surgery were significantly younger (56.0 versus 60.1 years old), had a longer operative time (303 versus 224 min), and a lower kidney ischemic time (33.4 versus 46.9 min). Given similar tumor sizes, the tumor-to-excision ratio was significantly higher in the robot-assisted group (51.7% versus 39.8%), and the excisional volume loss (EVL) was smaller (12.7 versus 19.6 mL). Preoperative glomerular filtration rate and EVL were significant predictors of long-term renal function preservation in the multivariate analysis.Conclusion: When performing partial nephrectomy, a robot-assisted procedure could increase the accuracy of excision without increasing the risk of positive surgical margin. Lower EVL could assist in better long-term postoperative renal function preservation.Keywords: renal cell carcinoma, robotic-assisted system, partial nephrectomy, excisional volume loss, nephron sparing, renal function preservation"
OpenAlex,W2982459439,10.1109/tro.2019.2946726,,SCADE: Simultaneous Sensor Calibration and Deformation Estimation of FBG-Equipped Unmodeled Continuum Manipulators,2019,2019-10-29,article,IEEE Transactions on Robotics,49,https://doi.org/10.1109/tro.2019.2946726,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"In this article, we present a novel stochastic algorithm called simultaneous sensor calibration and deformation estimation (SCADE) to address the problem of modeling deformation behavior of a generic continuum manipulator (CM) in free and obstructed environments. In SCADE, using a novel mathematical formulation, we introduce a priori model-independent filtering algorithm to fuse the continuous and inaccurate measurements of an embedded sensor (e.g., magnetic or piezoelectric sensors) with an intermittent but accurate data of an external imaging system (e.g., optical trackers or cameras). The main motivation of this article is the crucial need of obtaining an accurate shape/position estimation of a CM utilized in a surgical intervention. In these robotic procedures, the CM is typically equipped with an embedded sensing unit (ESU) while an external imaging modality (e.g., ultrasound or a fluoroscopy machine) is also available in the surgical site. The results of two different set of prior experiments in free and obstructed environments were used to evaluate the efficacy of SCADE algorithm. The experiments were performed with a CM specifically designed for orthopaedic interventions equipped with an inaccurate Fiber Bragg Grating (FBG) ESU and overhead camera. The results demonstrated the successful performance of the SCADE algorithm in simultaneous estimation of unknown deformation behavior of the utilized unmodeled CM together with realizing the time-varying drift of the poor-calibrated FBG sensing unit. Moreover, the results showed the phenomenal out-performance of the SCADE algorithm in estimation of the CM's tip position as compared to FBG-based position estimations."
OpenAlex,W2912463899,10.3171/2018.10.spine18487,,Safety and accuracy of robot-assisted versus fluoroscopy-assisted pedicle screw insertion in thoracolumbar spinal surgery: a prospective randomized controlled trial,2019,2019-02-27,article,Journal of Neurosurgery Spine,246,https://doi.org/10.3171/2018.10.spine18487,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Core (title-explicit),"OBJECTIVE: The object of this study was to compare the safety and accuracy of pedicle screw placement using the TiRobot system versus conventional fluoroscopy in thoracolumbar spinal surgery. METHODS: Patients with degenerative or traumatic thoracolumbar spinal disorders requiring spinal instrumentation were randomly assigned to either the TiRobot-assisted group (RG) or the freehand fluoroscopy-assisted group (FG) at a 1:1 ratio. The primary outcome measure was the accuracy of screw placement according to the Gertzbein-Robbins scale; grades A and B (pedicle breach < 2 mm) were considered clinically acceptable. In the RG, discrepancies between the planned and actual screw placements were measured by merging postoperative CT images with the trajectory planning images. Secondary outcome parameters included proximal facet joint violation, duration of surgery, intraoperative blood loss, conversion to freehand approach in the RG, postoperative hospital stay, and radiation exposure. RESULTS: A total of 1116 pedicle screws were implanted in 234 patients (119 in the FG, and 115 in the RG). In the RG, 95.3% of the screws were perfectly positioned (grade A); the remaining screws were graded B (3.4%), C (0.9%), and D (0.4%). In the FG, 86.1% screws were perfectly positioned (grade A); the remaining screws were graded B (7.4%), C (4.6%), D (1.4%), and E (0.5%). The proportion of clinically acceptable screws was significantly greater in the RG than in the FG (p < 0.01). In the RG, the mean deviation was 1.5 ± 0.8 mm for each screw. The most common direction of screw deviation was lateral in the RG and medial in the FG. Two misplaced screws in the FG required revision surgery, whereas no revision was required in the RG. None of the screws in the RG violated the proximal facet joint, whereas 12 screws (2.1%) in the FG violated the proximal facet joint (p < 0.01). The RG had significantly less blood loss (186.0 ± 255.3 ml) than the FG (217.0 ± 174.3 ml; p < 0.05). There were no significant differences between the two groups in terms of surgical time and postoperative hospital stay. The mean cumulative radiation time was 81.5 ± 38.6 seconds in the RG and 71.5 ± 44.2 seconds in the FG (p = 0.07). Surgeon radiation exposure was significantly less in the RG (21.7 ± 11.5 μSv) than in the FG (70.5 ± 42.0 μSv; p < 0.01). CONCLUSIONS: TiRobot-guided pedicle screw placement is safe and useful in thoracolumbar spinal surgery.Clinical trial registration no.: NCT02890043 (clinicaltrials.gov)."
Europe PMC; OpenAlex,MED:31093518; W2944584091,10.1117/1.jmi.6.2.025004,31093518,Task-driven source–detector trajectories in cone-beam computed tomography: II. Application to neuroradiology,2019,2019-05-09,article,Journal of medical imaging,23,https://doi.org/10.1117/1.jmi.6.2.025004,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"We apply the methodology detailed in ""Task-driven source-detector trajectories in cone-beam computed tomography: I. Theory and methods"" by Stayman <i>et al.</i> for task-driven optimization of source-detector orbits in cone-beam computed tomography (CBCT) to scenarios emulating imaging tasks in interventional neuroradiology. The task-driven imaging framework is used to optimize the CBCT source-detector trajectory by maximizing the detectability index,   d '    . The approach was applied to simulated cases of endovascular embolization of an aneurysm and arteriovenous malformation and was translated to real data first using a CBCT test bench followed by implementation on an interventional robotic C-arm. Task-driven trajectories were found to generally favor higher fidelity (i.e., less noisy) views, with an average increase in   d '    ranging from 7% to 28%. Visually, this resulted in improved conspicuity of particular stimuli by reducing the noise and altering the noise correlation to a form distinct from the spatial frequencies associated with the imaging task. The improvements in detectability and the demonstration of the task-driven workflow using a real interventional imaging system show the potential of the task-driven imaging framework to improve imaging performance on motorized, multiaxis C-arms in neuroradiology."
OpenAlex,W2988048799,10.1155/2019/7196528,,The Accuracy of 3D Printing Assistance in the Spinal Deformity Surgery,2019,2019-11-11,article,BioMed Research International,36,https://doi.org/10.1155/2019/7196528,A8,True,,A,Active observational sensing,主动观察式检测,A8,Robotic ionizing-radiation / nuclear imaging acquisition,机器人电离辐射 / 核医学成像采集,Expanded (abstract-supported),"BACKGROUND: The pedicle screw is one of the main tools used in spinal deformity correction surgery. Robotic and navigated surgeries are usually used, and they provide superior accuracy in pedicle screw placement than free-hand and fluoroscopy-guided techniques. However, their high cost and space limitation are problematic. We provide a new solution using 3D printing technology to facilitate spinal deformity surgery. METHODS: A workflow was developed to assist spinal deformity surgery using 3D printing technology. The trajectory and profile of pedicle screws were determined on the image system by the surgical team. The engineering team designed drill templates based on the bony surface anatomy and the trajectory of pedicle screws. Their effectiveness and safety were evaluated during a preoperative simulation surgery. The surgery consisted in making a pilot hole through the drill template on a computed tomography- (CT-) based, full-scale 3D spine model for every planned segment. Somatosensory evoke potential (SSEP) and motor evoke potential (MEP) were used for intraoperative neurophysiological monitoring. Postoperative CT was obtained 6 months after the correction surgery to confirm the screw accuracy. RESULTS: From July 2015 to November 2016, we performed 10 spinal deformity surgeries with 3D printing technology assistance. In total, 173 pedicle screws were implanted using drill templates. No notable change in SSEP and MEP or neurologic deficit was noted. Based on postoperative CT scans, the acceptable rate was 97.1% (168/173). We recorded twelve pedicle screws with medial breach, six with lateral breach, and five with inferior breach. Medial breach (12/23) was the main type of penetration. Lateral breach occurred mostly in the concave side (5/6). Most penetrations occurred above the T8 level (69.6%, 16/23). CONCLUSION: 3D printing technology provides an effective alternative for spinal deformity surgery when expensive medical equipment, such as intraoperative navigation and robotic systems, is unavailable."
