run_id,query_id,focus,source,query_text,since,until,configured_result_limit,validation_status,query_registry_sha256
2026-09-10-public-v2,medical-vla,Healthcare VLA and language-conditioned diagnostic acquisition,arxiv,"(all:""vision-language-action"" OR all:VLA OR all:""embodied agent"") AND (all:medical OR all:clinical OR all:healthcare)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,adaptive-clinical-measurement,Adaptive clinical measurement and active examination,pubmed,"((""adaptive examination"" OR ""active examination"" OR ""closed-loop diagnosis"") AND (medical OR clinical)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,adaptive-clinical-measurement,Adaptive clinical measurement and active examination,europepmc,"((""adaptive examination"" OR ""active examination"" OR ""closed-loop diagnosis"") AND (medical OR clinical)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,adaptive-clinical-measurement,Adaptive clinical measurement and active examination,arxiv,"(all:""adaptive examination"" OR all:""active examination"" OR all:""closed-loop diagnosis"") AND (all:medical OR all:clinical)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,capsule-and-luminal-robots,Capsule endoscopy and luminal diagnostic robots,pubmed,"((""capsule endoscopy"" OR ""capsule robot"" OR ""luminal robot"") AND (autonomous OR navigation OR diagnostic)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,capsule-and-luminal-robots,Capsule endoscopy and luminal diagnostic robots,europepmc,"((""capsule endoscopy"" OR ""capsule robot"" OR ""luminal robot"") AND (autonomous OR navigation OR diagnostic)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,capsule-and-luminal-robots,Capsule endoscopy and luminal diagnostic robots,arxiv,"(all:""capsule endoscopy"" OR all:""capsule robot"" OR all:""luminal robot"") AND (all:autonomous OR all:navigation OR all:diagnostic)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,ophthalmic-examination,Robotic ophthalmic examination and acquisition,pubmed,"((robotic OR autonomous) AND (ophthalmic OR retinal OR ""slit lamp"") AND (examination OR imaging)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,ophthalmic-examination,Robotic ophthalmic examination and acquisition,europepmc,"((robotic OR autonomous) AND (ophthalmic OR retinal OR ""slit lamp"") AND (examination OR imaging)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,ophthalmic-examination,Robotic ophthalmic examination and acquisition,arxiv,"(all:robotic OR all:autonomous) AND (all:ophthalmic OR all:retinal OR all:""slit lamp"") AND (all:examination OR all:imaging)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,dental-examination,Robotic dental examination and diagnostic acquisition,pubmed,"((robotic OR autonomous) AND (dental OR intraoral) AND (examination OR diagnostic OR imaging)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,dental-examination,Robotic dental examination and diagnostic acquisition,europepmc,((robotic OR autonomous) AND (dental OR intraoral) AND (examination OR diagnostic OR imaging)) FIRST_PDATE:[2000-01-01 TO 2026-09-10],2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,dental-examination,Robotic dental examination and diagnostic acquisition,arxiv,(all:robotic OR all:autonomous) AND (all:dental OR all:intraoral) AND (all:examination OR all:diagnostic OR all:imaging),2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,diagnostic-laboratory-loops,Closed-loop robotic diagnostic laboratories,pubmed,"((""closed-loop"" OR adaptive OR autonomous) AND (""diagnostic laboratory"" OR ""clinical laboratory"" OR ""laboratory diagnostics"") AND robotic) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,diagnostic-laboratory-loops,Closed-loop robotic diagnostic laboratories,europepmc,"((""closed-loop"" OR adaptive OR autonomous) AND (""diagnostic laboratory"" OR ""clinical laboratory"" OR ""laboratory diagnostics"") AND robotic) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,diagnostic-laboratory-loops,Closed-loop robotic diagnostic laboratories,arxiv,"(all:""closed-loop"" OR all:adaptive OR all:autonomous) AND (all:""diagnostic laboratory"" OR all:""clinical laboratory"" OR all:""laboratory diagnostics"") AND all:robotic",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,multimodal-physical-examination,Multimodal robotic physical examination,pubmed,"((robotic OR embodied) AND ""physical examination"" AND (multimodal OR diagnostic)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,multimodal-physical-examination,Multimodal robotic physical examination,europepmc,"((robotic OR embodied) AND ""physical examination"" AND (multimodal OR diagnostic)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,multimodal-physical-examination,Multimodal robotic physical examination,arxiv,"(all:robotic OR all:embodied) AND all:""physical examination"" AND (all:multimodal OR all:diagnostic)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,robotic-oct-and-ophthalmic-acquisition,Robotic OCT and adaptive ophthalmic acquisition,pubmed,"(""robotic OCT"" OR ""robotic optical coherence tomography"" OR ""autonomous retinal imaging"" OR ""robotic slit lamp"") AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,robotic-oct-and-ophthalmic-acquisition,Robotic OCT and adaptive ophthalmic acquisition,europepmc,"(""robotic OCT"" OR ""robotic optical coherence tomography"" OR ""autonomous retinal imaging"" OR ""robotic slit lamp"") FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,robotic-oct-and-ophthalmic-acquisition,Robotic OCT and adaptive ophthalmic acquisition,arxiv,"(all:""robotic OCT"" OR all:""robotic optical coherence tomography"" OR all:""autonomous retinal imaging"" OR all:""robotic slit lamp"")",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,stimulation-response-mapping,Closed-loop stimulation and response mapping,pubmed,"((""closed-loop TMS"" OR ""active learning"" OR adaptive) AND (""motor mapping"" OR ""cortical mapping"" OR TMS)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,stimulation-response-mapping,Closed-loop stimulation and response mapping,europepmc,"((""closed-loop TMS"" OR ""active learning"" OR adaptive) AND (""motor mapping"" OR ""cortical mapping"" OR TMS)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,stimulation-response-mapping,Closed-loop stimulation and response mapping,arxiv,"(all:""closed-loop TMS"" OR all:""active learning"" OR all:adaptive) AND (all:""motor mapping"" OR all:""cortical mapping"" OR all:TMS)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,robotic-functional-examination,"Robotic laxity, spasticity, and functional examination",pubmed,"((robotic OR automated) AND (laxity OR spasticity OR ""joint examination"" OR ""physical assessment"")) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,robotic-functional-examination,"Robotic laxity, spasticity, and functional examination",europepmc,"((robotic OR automated) AND (laxity OR spasticity OR ""joint examination"" OR ""physical assessment"")) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,robotic-functional-examination,"Robotic laxity, spasticity, and functional examination",arxiv,"(all:robotic OR all:automated) AND (all:laxity OR all:spasticity OR all:""joint examination"" OR all:""physical assessment"")",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,robotic-swabbing-and-blood-collection,"Robotic swabbing, venipuncture, and blood collection",pubmed,"((robotic OR autonomous OR automated) AND (swab OR venipuncture OR ""blood collection"")) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,robotic-swabbing-and-blood-collection,"Robotic swabbing, venipuncture, and blood collection",europepmc,"((robotic OR autonomous OR automated) AND (swab OR venipuncture OR ""blood collection"")) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,robotic-swabbing-and-blood-collection,"Robotic swabbing, venipuncture, and blood collection",arxiv,"(all:robotic OR all:autonomous OR all:automated) AND (all:swab OR all:venipuncture OR all:""blood collection"")",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,adaptive-microfluidic-diagnostics,Feedback-controlled microfluidic diagnostic operations,pubmed,"((""feedback control"" OR adaptive OR programmable) AND (microfluidic OR droplet) AND (diagnostic OR assay OR testing)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,adaptive-microfluidic-diagnostics,Feedback-controlled microfluidic diagnostic operations,europepmc,"((""feedback control"" OR adaptive OR programmable) AND (microfluidic OR droplet) AND (diagnostic OR assay OR testing)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,adaptive-microfluidic-diagnostics,Feedback-controlled microfluidic diagnostic operations,arxiv,"(all:""feedback control"" OR all:adaptive OR all:programmable) AND (all:microfluidic OR all:droplet) AND (all:diagnostic OR all:assay OR all:testing)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,autonomous-assay-development,Closed-loop autonomous assay and biotechnology development,pubmed,"((""self-driving laboratory"" OR ""autonomous laboratory"" OR ""closed-loop experimentation"") AND (biotechnology OR protein OR assay OR diagnostic)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,autonomous-assay-development,Closed-loop autonomous assay and biotechnology development,europepmc,"((""self-driving laboratory"" OR ""autonomous laboratory"" OR ""closed-loop experimentation"") AND (biotechnology OR protein OR assay OR diagnostic)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,autonomous-assay-development,Closed-loop autonomous assay and biotechnology development,arxiv,"(all:""self-driving laboratory"" OR all:""autonomous laboratory"" OR all:""closed-loop experimentation"") AND (all:biotechnology OR all:protein OR all:assay OR all:diagnostic)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,wearable-triggered-testing,Wearable monitoring that triggers confirmatory testing,pubmed,"((wearable OR smartwatch) AND (""at-home testing"" OR ""confirmatory testing"" OR ""triggered testing"" OR presymptomatic)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,wearable-triggered-testing,Wearable monitoring that triggers confirmatory testing,europepmc,"((wearable OR smartwatch) AND (""at-home testing"" OR ""confirmatory testing"" OR ""triggered testing"" OR presymptomatic)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,wearable-triggered-testing,Wearable monitoring that triggers confirmatory testing,arxiv,"(all:wearable OR all:smartwatch) AND (all:""at-home testing"" OR all:""confirmatory testing"" OR all:""triggered testing"" OR all:presymptomatic)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,ambient-adaptive-monitoring,Ambient sensing linked to diagnostic reacquisition or escalation,pubmed,"((""ambient intelligence"" OR ""contactless sensing"" OR ""smart toilet"") AND (diagnostic OR detection OR monitoring)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,ambient-adaptive-monitoring,Ambient sensing linked to diagnostic reacquisition or escalation,europepmc,"((""ambient intelligence"" OR ""contactless sensing"" OR ""smart toilet"") AND (diagnostic OR detection OR monitoring)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,ambient-adaptive-monitoring,Ambient sensing linked to diagnostic reacquisition or escalation,arxiv,"(all:""ambient intelligence"" OR all:""contactless sensing"" OR all:""smart toilet"") AND (all:diagnostic OR all:detection OR all:monitoring)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,capsule-quality-feedback,Capsule gastroscopy quality and blind-spot feedback,pubmed,"((""magnetically controlled capsule gastroscopy"" OR ""capsule gastroscopy"") AND (""quality control"" OR blind-spot OR feedback)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,capsule-quality-feedback,Capsule gastroscopy quality and blind-spot feedback,europepmc,"((""magnetically controlled capsule gastroscopy"" OR ""capsule gastroscopy"") AND (""quality control"" OR blind-spot OR feedback)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,capsule-quality-feedback,Capsule gastroscopy quality and blind-spot feedback,arxiv,"(all:""magnetically controlled capsule gastroscopy"" OR all:""capsule gastroscopy"") AND (all:""quality control"" OR all:blind-spot OR all:feedback)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-tms-mapping,Adaptive TMS hotspot and motor-cortex mapping,pubmed,"(TMS AND (""hotspot-hunting"" OR ""hotspot hunting"" OR ""motor cortex mapping"" OR ""active learning"")) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-tms-mapping,Adaptive TMS hotspot and motor-cortex mapping,europepmc,"(TMS AND (""hotspot-hunting"" OR ""hotspot hunting"" OR ""motor cortex mapping"" OR ""active learning"")) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-tms-mapping,Adaptive TMS hotspot and motor-cortex mapping,arxiv,"all:TMS AND (all:""hotspot-hunting"" OR all:""hotspot hunting"" OR all:""motor cortex mapping"" OR all:""active learning"")",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-robotic-blood-and-swab,Robotic blood collection and swab systems,pubmed,"(robot AND (""blood collection"" OR venipuncture OR ""swab robot"" OR ""robotic swab"")) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-robotic-blood-and-swab,Robotic blood collection and swab systems,europepmc,"(robot AND (""blood collection"" OR venipuncture OR ""swab robot"" OR ""robotic swab"")) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
