record_id,assessment_1_model,assessment_1_prompt_version,assessment_1_input_sha256,assessment_1_decision,assessment_1_scope_evidence,assessment_1_confidence,assessment_2_model,assessment_2_prompt_version,assessment_2_input_sha256,assessment_2_decision,assessment_2_scope_evidence,assessment_2_confidence,conflict_resolution,final_ai_decision,final_ai_reason,ai_adjudication_model,ai_adjudication_evidence,ai_adjudication_confidence,requires_author_confirmation,created_at
192bc4af51f2564d,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,57cf38791768f717f58f7b7617633afbe76f1c434e4129e8e8b8fafbf1445193,exclude,"Capsule attitude and temperature adapt wireless charging, not diagnostic acquisition, sampling, verification, routing, or stopping.",high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,57cf38791768f717f58f7b7617633afbe76f1c434e4129e8e8b8fafbf1445193,exclude,Capsule attitude and safety measurements adapt wireless charging and stop charging when needed.,high,agreement,exclude,The adaptive action serves power management rather than a diagnostic objective.,,,,no,2026-09-10T13:31:17.688586+00:00
1f989576ed01d0dc,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,f70c12fc045f6c5597e2c5ca5c0ca202919e416ec44d25fa3c8c068d90b7832a,include,A current patient neck image is matched and registered to generate a personalized robotic scan path for head/neck examination.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,f70c12fc045f6c5597e2c5ca5c0ca202919e416ec44d25fa3c8c068d90b7832a,include,"A current patient neck image is registered to prior cases to choose a personalized scan path, which is executed on volunteers.",high,agreement,include,Patient observation changes subsequent physical diagnostic acquisition.,,,,no,2026-09-10T13:31:17.688586+00:00
1fba7650ef674de3,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,75dc2ba582bb5a585dee21e15fd5db9f1475f4aaddcc480816d6c9467738922b,exclude,This is a bibliometric analysis of robot-assisted biopsy literature.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,75dc2ba582bb5a585dee21e15fd5db9f1475f4aaddcc480816d6c9467738922b,exclude,This is a bibliometric analysis of robot-assisted biopsy research.,high,agreement,exclude,It does not itself evaluate an embodied diagnostic loop.,,,,no,2026-09-10T13:31:17.688586+00:00
22a2406392605dee,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,c7d69ee097a13d5bb3020dcf5bf6a4696ba8eacb2c8ec092bf3d5cdf24b95b37,exclude,The manually powered microfluidic device executes programmed dispensing and reagent sequences.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,c7d69ee097a13d5bb3020dcf5bf6a4696ba8eacb2c8ec092bf3d5cdf24b95b37,exclude,The manually powered microfluidic device executes programmed fluid operations after user actuation.,high,agreement,exclude,No observation-conditioned subsequent action is described.,,,,no,2026-09-10T13:31:17.688586+00:00
23f74dd13d5c9517,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,03866ed789af0d2be4cad1abbf65af9d6f0d2ad4d64585b3eb24161e75b0f46c,uncertain,Real-time nCLE evaluates lung nodules before robotic sampling in three patients.,medium,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,03866ed789af0d2be4cad1abbf65af9d6f0d2ad4d64585b3eb24161e75b0f46c,uncertain,"Real-time nCLE visualizes lesions before pathology sampling, but the abstract does not state that these observations alter sampling location or action.",medium,ai_adjudicated,exclude,"Real-time nCLE imaging precedes pathology sampling, but the abstract describes all nodules as both evaluated and sampled and does not report observation-conditioned selection or modification of the sampling action.",codex-ai-review-adjudication,Diagnostic objective and physical endoscopic interaction are present; the required current-observation-to-subsequent-diagnostic-action link is absent from the abstract.,high,yes,2026-09-10T13:31:17.688586+00:00
285971802e87f031,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,60d73f6f980589ab1ba6272d451cde75fc3580c9a05379c5ced86f78c92348cc,uncertain,Motor mapping uses an adaptive threshold-hunting algorithm and compares stimulation protocols.,medium,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,60d73f6f980589ab1ba6272d451cde75fc3580c9a05379c5ced86f78c92348cc,include,"An adaptive threshold-hunting algorithm estimates motor threshold, which sets stimulation intensity for subsequent diagnostic motor mapping.",medium,ai_adjudicated,include,"Motor responses obtained during adaptive threshold hunting determine the estimated resting motor threshold, which sets the physical stimulation intensity used for subsequent diagnostic motor mapping.",codex-ai-review-adjudication,Diagnostic objective: nTMS motor mapping; physical interaction: repeated magnetic stimulation; observation-to-action link: measured motor-evoked responses update threshold estimation and hence later stimulation intensity.,medium,yes,2026-09-10T13:31:17.688586+00:00
29b6be4be6005959,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,7d94e0f5f87273950d043c6d2d8f903871859c0026af96ebd0b5d27485dfda52,include,Real-time nCLE identifies inadequate needle position and explicitly triggers repositioning before biopsy.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,7d94e0f5f87273950d043c6d2d8f903871859c0026af96ebd0b5d27485dfda52,include,"Real-time nCLE identifies inadequate needle position, prompting repositioning before biopsy.",high,agreement,include,Direct observation-conditioned diagnostic sampling loop.,,,,no,2026-09-10T13:31:17.688586+00:00
2c05354e5fe7bb52,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,6dade29faddd35f6cd6faa3a8acd0e09d23cb733a3ed588ba8c029c3c8b2d8c8,exclude,This is a narrative review of robotic-assisted bronchoscopy evidence and applications.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,6dade29faddd35f6cd6faa3a8acd0e09d23cb733a3ed588ba8c029c3c8b2d8c8,exclude,This is a narrative review of robotic-assisted bronchoscopy evidence and applications.,high,agreement,exclude,It is not a primary report of an eligible observation-conditioned system.,,,,no,2026-09-10T13:31:17.688586+00:00
377c27a8e7946acc,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,dd8e24108f97e3638623def98311f2dc5b0b979ad799d4ec9c483d6d94f91c4d,include,Digitized microultrasound feedback autonomously servos a magnetic capsule during in-situ subsurface bowel imaging.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,dd8e24108f97e3638623def98311f2dc5b0b979ad799d4ec9c483d6d94f91c4d,include,Microultrasound feedback autonomously servos a magnetic capsule during benchtop and in-vivo bowel imaging.,high,agreement,include,Explicit closed-loop physical diagnostic acquisition.,,,,no,2026-09-10T13:31:17.688586+00:00
3db209575dbdffe4,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,d72e0f299e3699e5561d47ca71c45a404c804e60157624a778afa7e263cd22cb,exclude,Closed-loop feedback is described only as future work; reported experiments assess magnetic coating and rolling locomotion.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,d72e0f299e3699e5561d47ca71c45a404c804e60157624a778afa7e263cd22cb,exclude,The reported work evaluates magnetic coating and rolling locomotion; closed-loop feedback is explicitly future work.,high,agreement,exclude,No demonstrated current-observation-conditioned diagnostic action.,,,,no,2026-09-10T13:31:17.688586+00:00
3f7137d92d1bc024,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,78f64e9f35b81cad49a010bb5876e793a71749bb5077844643a9909cca1da8db,include,The ultrasound end-effector estimates contact force in real time and applies a force controller to regulate imaging pressure.,medium,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,78f64e9f35b81cad49a010bb5876e793a71749bb5077844643a9909cca1da8db,include,Internal pressure estimates are used in real time by a force controller to regulate probe contact during ultrasound imaging.,medium,agreement,include,The available abstract is truncated but explicitly reports feedback-controlled physical diagnostic acquisition.,,,,no,2026-09-10T13:31:17.688586+00:00
41498c5c81236eac,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,5212984e87df9dce8cf32f5d2cf338881c2aa80876cc9fee2804df2f55391ce6,include,Robot vision localization and visual-servo control drive physical nasal-swab sampling for COVID-19 detection.,medium,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,5212984e87df9dce8cf32f5d2cf338881c2aa80876cc9fee2804df2f55391ce6,include,Visual localization and servo control guide a robot during physical nasal-swab sampling for COVID-19 detection.,high,agreement,include,The abstract supports observation-conditioned diagnostic specimen acquisition.,,,,no,2026-09-10T13:31:17.688586+00:00
471c1fa2c0d5bfa6,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,ecdf5a3cdebe35a7bc5da3be71502a0219c7442c871f1935ae802c24fbe690a0,include,Robot-acquired ultrasound images determine needle-guide orientation toward a prostate biopsy target; sampling is then manual.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,ecdf5a3cdebe35a7bc5da3be71502a0219c7442c871f1935ae802c24fbe690a0,include,Robot-acquired ultrasound images determine needle-guide orientation before manual prostate biopsy sampling.,high,agreement,include,A human-mediated diagnostic sampling loop meets all requirements.,,,,no,2026-09-10T13:31:17.688586+00:00
4791021bb60738e3,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,ed342ea01f81e58b97f5af61971cc05eafb5647b97187f9a2248291fbff681c6,uncertain,Robotic bronchoscopy performs needle and cryoprobe sampling for diagnosis and molecular testing.,low,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,ed342ea01f81e58b97f5af61971cc05eafb5647b97187f9a2248291fbff681c6,exclude,The study compares yields from two biopsy tools used during robotic bronchoscopy.,high,ai_adjudicated,exclude,The study compares yields from prespecified needle and cryoprobe sampling methods; it does not report that an observation changes a later sampling action.,codex-ai-review-adjudication,"Diagnostic objective and physical biopsy are present, but no observation-conditioned subsequent action is described.",high,yes,2026-09-10T13:31:17.688586+00:00
4873ab06a818beb0,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,c6de4be642d5a33e712a7deeb45d3f047fb68fe31d6c3b76afcd6f3eef74ef51,include,Doppler/template vessel observations visually servo the probe while force feedback maintains contact during leg-vessel examination.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,c6de4be642d5a33e712a7deeb45d3f047fb68fe31d6c3b76afcd6f3eef74ef51,include,Doppler and image-based vessel tracking visually servos the probe so the vessel remains visible during volunteer scans.,high,agreement,include,All inclusion requirements are explicit.,,,,no,2026-09-10T13:31:17.688586+00:00
490280238775d8ca,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,45b7b74f64004c49b1988366d423c6e299b824c1e62c857b46683c9319e7b794,include,Landmark/point-cloud observations plan scans and respiratory phase detection dynamically adjusts probe force during abdominal imaging.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,45b7b74f64004c49b1988366d423c6e299b824c1e62c857b46683c9319e7b794,include,RGB/point-cloud landmarks guide planning and respiratory phase detection dynamically changes contact force during in-vivo autonomous abdominal scanning.,high,agreement,include,All inclusion requirements are explicit.,,,,no,2026-09-10T13:31:17.688586+00:00
4db9a63cab4d6aca,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,9f81be57906b34921d970a6537393e8e99c3aa8df0cca8cdc9236e62e584f356,exclude,The assay uses a preprogrammed single-flip fluid sequence and deep learning for signal interpretation.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,9f81be57906b34921d970a6537393e8e99c3aa8df0cca8cdc9236e62e584f356,exclude,The assay uses preprogrammed gravity-driven sequential reagent release and AI analysis after the test.,high,agreement,exclude,No current observation changes a subsequent physical diagnostic action.,,,,no,2026-09-10T13:31:17.688586+00:00
4f2063dbfd96f5d1,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,bdd3841d868316ea92b85047f8de29c9c1ecbb13efe0949f3e44680fd1161b65,include,Sequential intraoperative mCBCT observations identify non-tool-in-lesion cases and guide conversion to tool-in-lesion positions before sampling.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,bdd3841d868316ea92b85047f8de29c9c1ecbb13efe0949f3e44680fd1161b65,include,Sequential cone-beam CT observations identify non-tool-in-lesion cases and guide repositioning before later sampling.,high,agreement,include,Current verification imaging changes subsequent physical targeting action.,,,,no,2026-09-10T13:31:17.688586+00:00
50d7ac2760603971,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,90a67c095cb65743c903fb0fd227f5bfbecd475a2ac8693af6a8a307cf262729,include,Depth-camera point clouds and anatomical landmarks generate patient-specific kidney scan trajectories executed on volunteers.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,90a67c095cb65743c903fb0fd227f5bfbecd475a2ac8693af6a8a307cf262729,include,Depth-camera point clouds and anatomical landmarks determine a renal ultrasound trajectory that the robot executes on human subjects.,high,agreement,include,Current patient observation changes physical diagnostic scanning.,,,,no,2026-09-10T13:31:17.688586+00:00
50fa1a5a6e804f7a,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,ff453168e230fed38bee44eb6a76ab0c025ec5c89bf612f33ef040fb0eba911b,include,Endoscopic images and prompts drive VLA motion for polyp and abnormal-region tracking in sequential endoscopy tasks.,medium,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,ff453168e230fed38bee44eb6a76ab0c025ec5c89bf612f33ef040fb0eba911b,include,Endoscopic images and surgeon prompts condition continuum-robot tracking of polyps and abnormal mucosa across sequential tasks.,medium,agreement,include,Visual observations condition physical endoscope action for diagnostic target tracking.,,,,no,2026-09-10T13:31:17.688586+00:00
5126e8e646308c79,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,0763721025f333fb1d0d7718fe9db4c33ea6391d862f7ab7da4c9be7cd42faca,exclude,The system optimizes variational quantum algorithms for combinatorial optimization.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,0763721025f333fb1d0d7718fe9db4c33ea6391d862f7ab7da4c9be7cd42faca,exclude,The paper concerns adaptive optimization of quantum algorithms for graph problems.,high,agreement,exclude,No medical diagnostic objective or clinical physical interaction.,,,,no,2026-09-10T13:31:17.688586+00:00
55b39f05cae5deba,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,115255aab539cd3f3c5b183e045308dc79945743221df61a92d8f2cbfb10a9fc,include,Measured motor-evoked responses are used by active Gaussian-process sampling to select future TMS stimulus loci.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,115255aab539cd3f3c5b183e045308dc79945743221df61a92d8f2cbfb10a9fc,include,MEPs elicited by previous TMS stimuli are used by an active Gaussian-process policy to choose the next cortical stimulus location.,high,agreement,include,Current biological observations change subsequent physical diagnostic mapping actions.,,,,no,2026-09-10T13:31:17.688586+00:00
5c1645f1c45e51f2,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,66aaff546cfa6ed90d16fb729136c94ef917ef193829b4d35f680ebae5f80beb,exclude,NeuroMeasure analyzes already collected TMS motor-map data.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,66aaff546cfa6ed90d16fb729136c94ef917ef193829b4d35f680ebae5f80beb,exclude,The software analyzes and quantifies previously collected TMS motor-map data.,high,agreement,exclude,Static interpretation of a completed dataset does not change acquisition actions.,,,,no,2026-09-10T13:31:17.688586+00:00
6103659fb6547429,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,cecfb5603d1283c0a6f3d73b18c6c9598a5740faf18fd14ec0e2cda7432cd271,include,"Real-time ultrasound micro-agent positions servo the robot-held probe, with impedance control maintaining body contact.",high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,cecfb5603d1283c0a6f3d73b18c6c9598a5740faf18fd14ec0e2cda7432cd271,exclude,Ultrasound visual servoing follows intravascular micro-agents in simulated clinical scenarios.,medium,ai_adjudicated_uncertain,uncertain,"Real-time micro-agent positions explicitly servo the robot-held ultrasound probe, but the abstract frames the objective as tracking micro-agents rather than acquiring evidence for a defined medical diagnostic objective.",codex-ai-review-adjudication,Physical interaction and observation-conditioned probe motion are explicit; eligibility depends on whether micro-agent visualization is accepted as diagnostic information acquisition rather than an enabling tracking task.,medium,yes,2026-09-10T13:31:17.688586+00:00
61722ba01c5bc674,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,69f3dc5ae4bb8c4577ebabcb3b27a0ee7fd9a8754c959372cf61f21ebb854ce0,exclude,RL plans virtual intercostal scan paths; the abstract explicitly says robotic execution and control integration are future work.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,69f3dc5ae4bb8c4577ebabcb3b27a0ee7fd9a8754c959372cf61f21ebb854ce0,exclude,The RL method plans virtual ultrasound trajectories in a simulation environment; robotic execution and control are stated as future work.,high,agreement,exclude,No physical interaction in the reported system.,,,,no,2026-09-10T13:31:17.688586+00:00
641565ce02304a70,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,022dc7a363a768291232e3e879f9e4da1abc082c09d9e2fa85720ddc706bae8e,include,Autonomous ultrasound uses real-time force control and ultrasound visual servoing during diagnostic image acquisition.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,022dc7a363a768291232e3e879f9e4da1abc082c09d9e2fa85720ddc706bae8e,include,The autonomous ultrasound robot uses real-time force control and ultrasound visual servoing during phantom acquisition.,high,agreement,include,Current sensing alters physical probe action.,,,,no,2026-09-10T13:31:17.688586+00:00
658b57f87b296864,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,72d6ea49c1839f48de6559ff4c95b46e653fc66595039851587b76b2c526426b,include,AAA screening robot performs physical sweeps under force feedback and acquires/selects diagnostic aortic images.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,72d6ea49c1839f48de6559ff4c95b46e653fc66595039851587b76b2c526426b,include,"The robot performs abdominal sweeps under force control, selects diagnostic frames, and estimates aortic diameter in volunteers.",high,agreement,include,All three required elements are explicit.,,,,no,2026-09-10T13:31:17.688586+00:00
65f29add8c426b7b,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,7adb174179564018c96c9669362471a1bd60ef57f589a9f651c1ad2c19e7b883,include,Breast morphology determines the scan path and contact-force magnitude automatically changes controller parameters during scanning.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,7adb174179564018c96c9669362471a1bd60ef57f589a9f651c1ad2c19e7b883,include,"Breast surface point clouds define the path, and measured contact force automatically retunes force-velocity control during scanning.",high,agreement,include,Observation-conditioned physical diagnostic scanning is explicit.,,,,no,2026-09-10T13:31:17.688586+00:00
676df018a24c8e9b,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,f506c8fce2abc7c416d413a45b95a6dcaec214c16581400e9f53c42b7cbc3bb4,include,The breast ultrasound platform performs physical diagnostic scans while PID force feedback changes transducer action to maintain contact.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,f506c8fce2abc7c416d413a45b95a6dcaec214c16581400e9f53c42b7cbc3bb4,include,The robot performs breast ultrasound acquisition while PID force control responds to sensor measurements to maintain contact.,high,agreement,include,Feedback-controlled physical acquisition meets the criteria.,,,,no,2026-09-10T13:31:17.688586+00:00
6b99e281e70b0017,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,4a01379e1dbca69275091126ed34b2f30b73c1428dd8093e59c5a82e52430f0c,uncertain,Robotic bronchoscopy physically acquires samples for diagnosis and molecular testing.,low,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,4a01379e1dbca69275091126ed34b2f30b73c1428dd8093e59c5a82e52430f0c,exclude,The study evaluates whether robotic bronchoscopy samples are adequate for molecular testing.,high,ai_adjudicated,exclude,This retrospective study evaluates molecular adequacy of samples already obtained through robotic bronchoscopy and reports no observation-conditioned change to sampling.,codex-ai-review-adjudication,"Diagnostic sampling is physical, but the required observation-to-subsequent-action loop is absent.",high,yes,2026-09-10T13:31:17.688586+00:00
6bb69531494beebd,codex-ai-review-pass-1,aed-eligibility-2026-09-10.1,aa3f6c17bf312cce06a42c62857c526932cb49fbc8f7c07eb34278a0de2559df,include,Force measurements form the Bayesian-search objective used to adjust probe orientation for higher-quality ultrasound images.,high,codex-ai-review-pass-2,aed-eligibility-2026-09-10.1,aa3f6c17bf312cce06a42c62857c526932cb49fbc8f7c07eb34278a0de2559df,include,Contact-force observations drive Bayesian optimization that automatically changes probe orientation to improve ultrasound coupling and quality.,high,agreement,include,Current interaction observations change subsequent physical acquisition.,,,,no,2026-09-10T13:31:17.688586+00:00
