access_id,priority,domain,title_or_system,year,doi,citation_key,evidence_role,origins,recorded_url,openalex_id,oa_status,public_access_status,best_public_url,user_acquisition_needed,recommended_route,audit_note
ACC0070,P1,manuscript-wide,Self-driving laboratories to autonomously navigate the protein fitness landscape,2024,10.1038/s44286-023-00002-4,Rapp2024SelfDrivingProtein,publisher and PubMed metadata,application_evidence_ledger; manuscript_bibliography,https://doi.org/10.1038/s44286-023-00002-4,https://openalex.org/W4390754450,hybrid,public_full_text_identified,https://www.nature.com/articles/s44286-023-00002-4.pdf,no,use_best_public_location,
ACC0071,P1,Laboratory diagnostics,High-fidelity digital microfluidic feedback control,,10.1039/c0lc00223b,,Physical error recovery,application_evidence_ledger,https://doi.org/10.1039/C0LC00223B,https://openalex.org/W2107342278,closed,public_full_text_identified,https://pubs.rsc.org/en/content/articlehtml/2011/lc/c0lc00223b,no,use_manually_verified_public_location,Public publisher HTML located
ACC0072,P1,manuscript-wide,MedAgentBench: a virtual EHR environment to benchmark medical LLM agents,2025,10.1056/aidbp2500144,Jiang2025MedAgentBench,publisher and project repository metadata,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.1056/AIdbp2500144,https://openalex.org/W4413801638,bronze,public_full_text_identified,https://ai.nejm.org/doi/pdf/10.1056/AIdbp2500144,no,use_best_public_location,
ACC0073,P1,manuscript-wide,Racial bias in pulse oximetry measurement,2020,10.1056/nejmc2029240,Sjoding2020PulseOximetry,publisher record,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.1056/NEJMc2029240,https://openalex.org/W3111737151,bronze,public_full_text_identified,https://www.nejm.org/doi/pdf/10.1056/NEJMc2029240?articleTools=true,no,use_best_public_location,
ACC0074,P1,Everyday monitoring,Apple Heart Study,,10.1056/nejmoa1901183,,Anomaly-triggered confirmation,application_evidence_ledger,https://doi.org/10.1056/NEJMoa1901183,https://openalex.org/W2987985090,bronze,public_full_text_identified,https://www.nejm.org/doi/pdf/10.1056/NEJMoa1901183?articleTools=true,no,use_best_public_location,
ACC0075,P1,manuscript-wide,Six-month randomized multicenter trial of closed-loop control in type 1 diabetes,2019,10.1056/nejmoa1907863,Brown2019ClosedLoopDiabetes,publisher record,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.1056/NEJMoa1907863,https://openalex.org/W2981310284,bronze,public_full_text_identified,https://www.nejm.org/doi/pdf/10.1056/NEJMoa1907863?articleTools=true,no,use_best_public_location,
ACC0076,P1,Sample-based interactive diagnosis,ADOPT robotic phlebotomy,,10.1093/clinchem/hvag029,,Closed-loop vascular access,application_evidence_ledger,https://doi.org/10.1093/clinchem/hvag029,https://openalex.org/W7153790217,hybrid,public_full_text_identified,https://doi.org/10.1093/clinchem/hvag029,no,use_best_public_location,
ACC0077,P1,manuscript-wide,The effectiveness of social robots for older adults: a systematic review and meta-analysis of randomized controlled studies,2019,10.1093/geront/gny046,Pu2019SocialRobots,publisher record,manuscript_bibliography,https://doi.org/10.1093/geront/gny046,https://openalex.org/W2808281222,bronze,public_full_text_identified,https://academic.oup.com/gerontologist/article-pdf/59/1/e37/27456572/gny046.pdf,no,use_best_public_location,
ACC0078,P1,ethics/privacy,Opportunities and challenges in the use of personal health data for health research,2016,10.1093/jamia/ocv118,bietz2016personalhealth,Ownership; access; consent; secondary use and data quality,diagnostic_agents_bibliography,https://academic.oup.com/jamia/article/23/e1/e42/2379811,https://openalex.org/W2269816967,bronze,public_full_text_identified,https://academic.oup.com/jamia/article-pdf/23/e1/e42/17377139/ocv118.pdf,no,use_best_public_location,
ACC0079,P1,manuscript-wide,Good intentions are not enough: how informatics interventions can worsen inequality,2018,10.1093/jamia/ocy052,Veinot2018InformaticsInequality,publisher record,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.1093/jamia/ocy052,https://openalex.org/W2803820580,bronze,public_full_text_identified,https://academic.oup.com/jamia/article-pdf/25/8/1080/25430904/ocy052.pdf,no,use_best_public_location,
ACC0080,P1,Everyday monitoring,FreqSense,,10.1109/jbhi.2023.3321639,,Adaptive sensing rate,application_evidence_ledger,https://doi.org/10.1109/JBHI.2023.3321639,https://openalex.org/W4387350614,closed,no_public_full_text_identified,,yes,institutional_subscription_or_author_request,
ACC0081,P1,Response-based interactive diagnosis,Minimally invasive robotic palpation device,,10.1109/tbme.2024.3357293,,Quantitative tissue palpation,application_evidence_ledger,https://doi.org/10.1109/TBME.2024.3357293,https://openalex.org/W4391128973,green,public_full_text_identified,https://pmc.ncbi.nlm.nih.gov/articles/PMC11178256/pdf/nihms-1995939.pdf,no,use_best_public_location,
ACC0082,P1,Response-based interactive diagnosis,GP active-learning TMS mapping,,10.1109/tnsre.2021.3105696,,Stimulus-response mapping,application_evidence_ledger,https://doi.org/10.1109/TNSRE.2021.3105696,,,public_full_text_identified,https://artefacts-discovery.researcher.life/full_text/DA-2/80/80a09c0b2e8231e5a488bbb5dbac71c2/full_text/7274971598c00bf6a4bdfc50a8aac24e.pdf,no,use_manually_verified_public_location,Public full-text copy located; verify repository rights before redistribution
ACC0083,P1,manuscript-wide,Ethical and legal implications of remote monitoring of medical devices,2020,10.1111/1468-0009.12481,Cohen2020RemoteMonitoringDevices,publisher record,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.1111/1468-0009.12481,https://openalex.org/W3092837942,green,public_full_text_identified,https://www.ncbi.nlm.nih.gov/pmc/articles/7772635,no,use_best_public_location,
ACC0084,P1,manuscript-wide,Self-driving laboratory for accelerated discovery of thin-film materials,2020,10.1126/sciadv.aaz8867,MacLeod2020SelfDrivingLaboratory,publisher record,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.1126/sciadv.aaz8867,https://openalex.org/W2950629258,gold,public_full_text_identified,https://advances.sciencemag.org/content/advances/6/20/eaaz8867.full.pdf,no,use_best_public_location,
ACC0085,P1,manuscript-wide,Human-in-the-loop optimization of exoskeleton assistance during walking,2017,10.1126/science.aal5054,Zhang2017ExoskeletonOptimization,publisher record,manuscript_bibliography,https://doi.org/10.1126/science.aal5054,https://openalex.org/W2700163520,closed,no_public_full_text_identified,,yes,institutional_subscription_or_author_request,
ACC0086,P1,manuscript-wide,Dissecting racial bias in an algorithm used to manage the health of populations,2019,10.1126/science.aax2342,Obermeyer2019RacialBias,publisher record,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.1126/science.aax2342,https://openalex.org/W2981869278,gold,public_full_text_identified,https://escholarship.org/content/qt6h92v832/qt6h92v832.pdf?t=q5l8ac,no,use_best_public_location,
ACC0087,P1,manuscript-wide,Closed-loop optimization of general reaction conditions for heteroaryl Suzuki-Miyaura coupling,2022,10.1126/science.adc8743,Angello2022ClosedLoopOptimization,publisher record,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.1126/science.adc8743,https://openalex.org/W4307410169,closed,public_full_text_identified,https://schroeder.cbe.princeton.edu/sites/g/files/toruqf7951/files/documents/science.adc8743_0.pdf,no,use_manually_verified_public_location,Author laboratory hosted PDF
ACC0088,P1,manuscript-wide,Active-reset protein sensors enable continuous in vivo monitoring of inflammation,2024,10.1126/science.adn2600,Zargartalebi2024ActiveReset,publisher record,manuscript_bibliography,https://doi.org/10.1126/science.adn2600,https://openalex.org/W4405056439,closed,public_full_text_identified,https://light.northwestern.edu/wp-content/uploads/2024/12/science.adn2600-copy.pdf,no,use_manually_verified_public_location,Institutional author-hosted PDF
ACC0089,P1,manuscript-wide,Medical robotics—Regulatory ethical and legal considerations for increasing levels of autonomy,2017,10.1126/scirobotics.aam8638,Yang2017MedicalRoboticsAutonomy,publisher record,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.1126/scirobotics.aam8638,https://openalex.org/W2598070036,closed,public_full_text_identified,https://biomechatronics.ucla.edu/wp-content/uploads/2017/09/yang-et-al-2017-medical-roboticse28094regulatory-ethical-and-legal-co1.pdf,no,use_manually_verified_public_location,University-hosted PDF
ACC0090,P1,manuscript-wide,Human-in-the-loop optimization of hip assistance with a soft exosuit during walking,2018,10.1126/scirobotics.aar5438,Ding2018SoftExosuit,publisher record,manuscript_bibliography,https://doi.org/10.1126/scirobotics.aar5438,https://openalex.org/W2788331089,closed,public_full_text_identified,https://biodesign.seas.harvard.edu/publications/human-loop-multi-dimensional-bayesian-optimization-hip-extension,no,use_manually_verified_public_location,Author laboratory page provides article attachment
ACC0091,P1,manuscript-wide,Continuous health monitoring: an opportunity for precision health,2021,10.1126/scitranslmed.abe5383,Gambhir2021ContinuousMonitoring,PubMed and publisher metadata,manuscript_bibliography,https://doi.org/10.1126/scitranslmed.abe5383,https://openalex.org/W3169028407,closed,no_public_full_text_identified,,yes,institutional_subscription_or_author_request,
ACC0092,P1,manuscript-wide,Passive monitoring by smart toilets for precision health,2023,10.1126/scitranslmed.abk3489,Ge2023SmartToilets,publisher record,manuscript_bibliography,https://doi.org/10.1126/scitranslmed.abk3489,https://openalex.org/W4318765045,green,public_full_text_identified,https://pmc.ncbi.nlm.nih.gov/articles/PMC10311987/pdf/nihms-1906766.pdf,no,use_best_public_location,
ACC0093,P1,manuscript-wide,Data to knowledge to improvement: creating the learning health system,2024,10.1136/bmj-2023-076175,McDonald2024LearningHealthSystem,PubMed and publisher metadata,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.1136/bmj-2023-076175,https://openalex.org/W4391231723,hybrid,public_full_text_identified,https://www.bmj.com/content/bmj/384/bmj-2023-076175.full.pdf,no,use_best_public_location,
ACC0094,P1,deployment/lifecycle|ethics/equity-resilience,FUTURE-AI: international consensus guideline for trustworthy and deployable artificial intelligence in healthcare,2025,10.1136/bmj-2024-081554,lekadir2025futureai,Trustworthy and deployable healthcare AI across the lifecycle,diagnostic_agents_bibliography,https://www.bmj.com/content/388/bmj-2024-081554,https://openalex.org/W4407173730,hybrid,public_full_text_identified,https://www.bmj.com/content/bmj/388/bmj-2024-081554.full.pdf,no,use_best_public_location,
ACC0095,P1,manuscript-wide,First-in-human evaluation of a hand-held automated venipuncture device for rapid venous blood draws,2019,10.1142/s2339547819500067,Leipheimer2019AutomatedVenipuncture,publisher record,manuscript_bibliography,https://doi.org/10.1142/S2339547819500067,https://openalex.org/W3001624842,green,public_full_text_identified,https://www.ncbi.nlm.nih.gov/pmc/articles/7156113,no,use_best_public_location,
ACC0096,P1,manuscript-wide,Socially assistive robots for people living with dementia in long-term facilities: a systematic review and meta-analysis of randomized controlled trials,2023,10.1159/000529849,Hsieh2023DementiaSocialRobots,PubMed and publisher metadata,manuscript_bibliography,https://doi.org/10.1159/000529849,https://openalex.org/W4323035993,hybrid,public_full_text_identified,https://karger.com/ger/article-pdf/doi/10.1159/000529849/3912782/000529849.pdf,no,use_best_public_location,
ACC0097,P1,Active observational sensing,Automatic quality-control system for MCCG,,10.1186/s12916-026-04901-0,,Quality-aware capsule gastroscopy,application_evidence_ledger,https://doi.org/10.1186/s12916-026-04901-0,https://openalex.org/W7159925259,gold,public_full_text_identified,https://doi.org/10.1186/s12916-026-04901-0,no,use_best_public_location,
ACC0098,P1,manuscript-wide,The detection and prevention of errors in laboratory medicine,2010,10.1258/acb.2009.009222,Plebani2010DetectionPrevention,publisher record,manuscript_bibliography,https://doi.org/10.1258/acb.2009.009222,https://openalex.org/W1969393223,bronze,public_full_text_identified,https://journals.sagepub.com/doi/pdf/10.1258/acb.2009.009222,no,use_best_public_location,
ACC0099,P1,Laboratory diagnostics,Clinical biochemistry AI autoverification,,10.1515/cclm-2020-0716,,Machine-learning autoverification,application_evidence_ledger,https://doi.org/10.1515/cclm-2020-0716,https://openalex.org/W3108284340,closed,no_public_full_text_identified,,yes,institutional_subscription_or_author_request,
ACC0100,P1,manuscript-wide,Medical devices — Application of risk management to medical devices,2019,10.31030/3057041,ISO14971,official ISO page; standard text is copyrighted,manuscript_bibliography,https://www.iso.org/standard/72704.html,,,access_status_unresolved,,check,manual_library_or_author_search,HTTP Error 404: Not Found
ACC0101,P1,Response-based interactive diagnosis,iApp inspection auscultation percussion and palpation platform,,10.3389/fphys.2022.825612,,Automated physical examination,application_evidence_ledger,https://doi.org/10.3389/fphys.2022.825612,https://openalex.org/W4213216578,gold,public_full_text_identified,https://www.frontiersin.org/articles/10.3389/fphys.2022.825612/pdf,no,use_best_public_location,
ACC0102,P1,manuscript-wide,Can smart home technologies help older adults manage their chronic condition? A systematic literature review,2023,10.3390/ijerph20021205,Facchinetti2023SmartHomes,PubMed and publisher metadata,manuscript_bibliography,https://doi.org/10.3390/ijerph20021205,https://openalex.org/W4315487044,gold,public_full_text_identified,https://www.mdpi.com/1660-4601/20/2/1205/pdf?version=1673329595,no,use_best_public_location,
ACC0103,P1,Response-based interactive diagnosis,Bimodal tactile tomography,,10.34133/cbsystems.0348,,Multimodal palpation and elastography,application_evidence_ledger,https://doi.org/10.34133/cbsystems.0348,https://openalex.org/W4411691290,diamond,public_full_text_identified,https://doi.org/10.34133/cbsystems.0348,no,use_best_public_location,
ACC0104,P1,manuscript-wide,Sequential diagnosis with language models,2025,10.48550/arxiv.2506.22405,Nori2025SequentialDiagnosis,not peer reviewed as of registry snapshot,diagnostic_agents_bibliography; manuscript_bibliography,https://doi.org/10.48550/arXiv.2506.22405,https://openalex.org/W4417175683,green,public_full_text_identified,https://arxiv.org/pdf/2506.22405,no,use_best_public_location,
ACC0105,P1,manuscript-wide,Preanalytical errors in clinical laboratory testing at a glance: source and control measures,2024,10.7759/cureus.57243,Nordin2024PreanalyticalErrors,PubMed record,manuscript_bibliography,https://doi.org/10.7759/cureus.57243,https://openalex.org/W4393342434,diamond,public_full_text_identified,https://assets.cureus.com/uploads/review_article/pdf/240268/20240330-12401-1r7fzh8.pdf,no,use_best_public_location,
ACC0106,P1,manuscript-wide,Cybersecurity in medical devices: quality management system considerations and content of premarket submissions,2026,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cybersecurity-medical-devices-quality-management-system-considerations-and-content-premarket,FDA2026Cybersecurity,official FDA guidance issued 2026-02-03,manuscript_bibliography,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cybersecurity-medical-devices-quality-management-system-considerations-and-content-premarket,,,public_source_link_present_manual_check,,no,open_recorded_public_url,HTTP Error 404: Not Found
ACC0107,P1,manuscript-wide,Ethics and governance of artificial intelligence for health: WHO guidance,2021,https://www.who.int/publications/i/item/9789240029200,WHO2021AIEthics,official WHO guidance,manuscript_bibliography,https://www.who.int/publications/i/item/9789240029200,,,public_source_link_present_manual_check,,no,open_recorded_public_url,HTTP Error 404: Not Found
ACC0108,P1,human-centred-evaluation,Applying Human Factors and Usability Engineering to Medical Devices,2016,,fda2016humanfactors,Intended users; use environments; critical tasks and use-related risk,diagnostic_agents_bibliography,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/applying-human-factors-and-usability-engineering-medical-devices,https://openalex.org/W2592929672,bronze,public_full_text_identified,https://ars.els-cdn.com/content/image/1-s2.0-S1361841517301135-fx1_lrg.jpg,no,use_best_public_location,
ACC0109,P1,Response-based interactive diagnosis,Automatic upper-limb passive mobilisation device,,,,Robotic spasticity assessment,application_evidence_ledger,https://pubmed.ncbi.nlm.nih.gov/28870058/,https://openalex.org/W2798072203,gold,public_full_text_identified,https://jneuroengrehab.biomedcentral.com/track/pdf/10.1186/s12984-018-0370-2,no,use_best_public_location,
ACC0110,P1,validation/measurement,Clinical Evidence for IVD Medical Devices—Scientific Validity Determination and Performance Evaluation,2012,,ghtf2012ivd,IVD scientific validity; analytical and clinical performance,diagnostic_agents_bibliography,https://www.imdrf.org/sites/default/files/docs/ghtf/final/sg5/technical-docs/ghtf-sg5-n7-2012-scientific-validity-determination-evaluation-121102.pdf,https://openalex.org/W1644197353,hybrid,public_full_text_identified,https://www.nejm.org/doi/pdf/10.1056/NEJMsr1406261?articleTools=true,no,use_best_public_location,
ACC0111,P1,ethics/equity-resilience,Cybersecurity in Medical Devices: Quality Management System Considerations and Content of Premarket Submissions,2026,,fda2026cybersecurity,Threat modelling; secure design; vulnerability management and resilience,diagnostic_agents_bibliography,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cybersecurity-medical-devices-quality-management-system-considerations-and-content-premarket,https://openalex.org/W2145151298,gold,public_full_text_identified,https://www.dovepress.com/getfile.php?fileID=26035,no,use_best_public_location,
ACC0112,P1,Everyday monitoring,DETECT-AHEAD,,,,Anomaly-triggered home confirmation,application_evidence_ledger,https://pubmed.ncbi.nlm.nih.gov/39059887/,https://openalex.org/W1984986522,green,public_full_text_identified,https://www.ncbi.nlm.nih.gov/pmc/articles/17729,no,use_best_public_location,
ACC0113,P1,human-centred-evaluation|ethics/privacy|ethics/accountability,Ethics and governance of artificial intelligence for health,2021,,who2021ethics,Autonomy; safety; transparency; accountability; equity and sustainability,diagnostic_agents_bibliography,https://www.who.int/publications/i/item/9789240029200,https://openalex.org/W2981731882,green,public_full_text_identified,https://arxiv.org/pdf/1910.10045,no,use_best_public_location,
ACC0114,P1,validation/measurement,"Generating Evidence for Artificial Intelligence-Based Medical Devices: A Framework for Training, Validation and Evaluation",2021,,who2021evidence,End-to-end evidence generation for AI-based medical devices,diagnostic_agents_bibliography,https://www.who.int/publications/i/item/9789240038462,https://openalex.org/W2981731882,green,public_full_text_identified,https://arxiv.org/pdf/1910.10045,no,use_best_public_location,
ACC0115,P1,deployment/lifecycle,Good machine learning practice for medical device development: Guiding principles,2025,,imdrf2025gmlp,Total product lifecycle; independent testing; human–AI team and monitoring,diagnostic_agents_bibliography,https://www.imdrf.org/documents/good-machine-learning-practice-medical-device-development-guiding-principles,https://openalex.org/W3163993681,green,public_full_text_identified,https://www.osti.gov/servlets/purl/2282016,no,use_best_public_location,
ACC0116,P1,Laboratory diagnostics,Image-based DMF control,,,,Feedback-controlled digital microfluidics,application_evidence_ledger,https://pubmed.ncbi.nlm.nih.gov/37476053/,https://openalex.org/W2126421651,green,public_full_text_identified,https://arxiv.org/pdf/0810.4706,no,use_best_public_location,
ACC0117,P1,ethics/accountability,ISO 14971:2019 Medical devices—Application of risk management to medical devices,2019,,iso14971,Hazard identification; risk control and residual-risk management,diagnostic_agents_bibliography,https://www.iso.org/standard/72704.html,https://openalex.org/W4320166174,closed,no_public_full_text_identified,,yes,institutional_subscription_or_author_request,
ACC0118,P1,Laboratory diagnostics,LIS-based autoverification validation,,,,Autoverification and exception routing,application_evidence_ledger,https://pubmed.ncbi.nlm.nih.gov/34078363/,https://openalex.org/W3119578725,gold,public_full_text_identified,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-021-01545-3,no,use_best_public_location,
ACC0119,P1,deployment/lifecycle,Marketing Submission Recommendations for a Predetermined Change Control Plan for Artificial Intelligence-Enabled Device Software Functions,2025,,fda2025pccp,Planned modifications; validation methods and impact assessment,diagnostic_agents_bibliography,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/marketing-submission-recommendations-predetermined-change-control-plan-artificial-intelligence,https://openalex.org/W4394695940,bronze,public_full_text_identified,https://aacrjournals.org/cancerdiscovery/article-pdf/doi/10.1158/2159-8290.CD-23-1199/3431952/cd-23-1199.pdf,no,use_best_public_location,
ACC0120,P1,Laboratory diagnostics,ML ferritin reflex model,,,,Smart reflex testing,application_evidence_ledger,https://pubmed.ncbi.nlm.nih.gov/37812770/,https://openalex.org/W2743254891,closed,no_public_full_text_identified,,yes,institutional_subscription_or_author_request,
ACC0121,P1,Everyday monitoring,Multichannel ambient ward and home sensor,,,,Ambient vital-sign measurement,application_evidence_ledger,https://pmc.ncbi.nlm.nih.gov/articles/PMC11859041/,https://openalex.org/W1988681682,gold,public_full_text_identified,https://www.mdpi.com/2079-9292/3/2/282/pdf?version=1398243527,no,use_best_public_location,
ACC0122,P1,ethics/accountability,Regulation (EU) 2024/1689 laying down harmonised rules on artificial intelligence,2024,,eu2024aiact,Risk management; logging; transparency and human oversight for high-risk AI,diagnostic_agents_bibliography,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://openalex.org/W4402330712,hybrid,public_full_text_identified,https://doi.org/10.1016/j.healthpol.2024.105152,no,use_best_public_location,
ACC0123,P1,Active observational sensing,RobOCTNet in an emergency department,,,,Robotic OCT triage,application_evidence_ledger,https://pubmed.ncbi.nlm.nih.gov/38488431/,https://openalex.org/W4392864716,gold,public_full_text_identified,https://tvst.arvojournals.org/arvo/content_public/journal/tvst/938667/i2164-2591-13-3-12_1710415433.95945.pdf,no,use_best_public_location,
ACC0124,P1,Response-based interactive diagnosis,Robotic knee testing device,,,,Joint laxity measurement,application_evidence_ledger,https://pubmed.ncbi.nlm.nih.gov/26704793/,https://openalex.org/W2793737334,bronze,public_full_text_identified,https://www.sciencedirect.com/science/article/pii/S0972978X17302581,no,use_best_public_location,
ACC0125,P1,Active observational sensing,Robotic OCT and endoscopic search,,,,Active optical and endoscopic scanning,application_evidence_ledger,repo:data/bibliometrics,https://openalex.org/W2745494968,bronze,public_full_text_identified,https://www.liebertpub.com/doi/pdf/10.1089/soro.2016.0065,no,use_best_public_location,
ACC0126,P1,deployment/lifecycle,Software as a Medical Device (SaMD): Clinical Evaluation,2017,,imdrf2017samd,Continuous clinical evaluation and real-world performance evidence,diagnostic_agents_bibliography,https://www.imdrf.org/documents/software-medical-device-samd-clinical-evaluation,https://openalex.org/W4403674470,gold,public_full_text_identified,https://doi.org/10.1109/ojemb.2024.3485534,no,use_best_public_location,
ACC0127,P1,Sample-based interactive diagnosis,SR-NOCS,,,,Adaptive swab sampling,application_evidence_ledger,https://pubmed.ncbi.nlm.nih.gov/38167977/,https://openalex.org/W2158551204,hybrid,public_full_text_identified,https://onlinelibrary.wiley.com/doi/pdfdirect/10.15252/embj.201490177,no,use_best_public_location,
ACC0128,P1,manuscript-wide,Technical considerations for medical devices with physiologic closed-loop control technology,2023,,FDA2023PhysiologicClosedLoop,official FDA guidance,diagnostic_agents_bibliography; manuscript_bibliography,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/technical-considerations-medical-devices-physiologic-closed-loop-control-technology,https://openalex.org/W2744294942,gold,public_full_text_identified,https://jneuroengrehab.biomedcentral.com/track/pdf/10.1186/s12984-017-0295-1,no,use_best_public_location,
