database,task_code,class_code,query,raw_hit_count,retrieved_records,retrieved_on,cutoff,api_url_template,union_included_with_query_tag
Europe PMC,R5,R,"TITLE_ABS:""robotic reflex testing"" OR TITLE_ABS:""robotic tendon reflex"" OR TITLE_ABS:""automated tendon reflex"" OR TITLE_ABS:""robot-assisted reflex examination"" OR TITLE_ABS:""robotic patellar reflex""",0,0,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,0
OpenAlex,R6,R,"""robotic transcranial magnetic stimulation"" OR ""robot-assisted transcranial magnetic stimulation"" OR ""robot-guided transcranial magnetic stimulation"" OR ""robotic TMS"" OR ""robot-assisted TMS""",83,83,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,55
Europe PMC,R6,R,"TITLE_ABS:""robotic transcranial magnetic stimulation"" OR TITLE_ABS:""robot-assisted transcranial magnetic stimulation"" OR TITLE_ABS:""robot-guided transcranial magnetic stimulation"" OR TITLE_ABS:""robotic TMS"" OR TITLE_ABS:""robot-assisted TMS""",27,27,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,23
OpenAlex,R7,R,"""robotic nerve conduction"" OR ""robot-assisted nerve conduction"" OR ""automated nerve conduction study"" OR ""robotic electrical stimulation response"" OR ""robotic neuromuscular assessment"" || robot nerve conduction || robot electrical stimulation response || robot neuromuscular assessment",547,529,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,3
Europe PMC,R7,R,"TITLE_ABS:""robotic nerve conduction"" OR TITLE_ABS:""robot-assisted nerve conduction"" OR TITLE_ABS:""automated nerve conduction study"" OR TITLE_ABS:""robotic electrical stimulation response"" OR TITLE_ABS:""robotic neuromuscular assessment""",4,4,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,1
OpenAlex,R8,R,"""robotic tonometry"" OR ""robot-assisted tonometry"" OR ""robotic indentation test"" OR ""robotic corneal indentation"" OR ""autonomous tonometry"" || robot tonometry || robot corneal indentation",17,14,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,1
Europe PMC,R8,R,"TITLE_ABS:""robotic tonometry"" OR TITLE_ABS:""robot-assisted tonometry"" OR TITLE_ABS:""robotic indentation test"" OR TITLE_ABS:""robotic corneal indentation"" OR TITLE_ABS:""autonomous tonometry""",2,2,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,1
OpenAlex,S1,S,"""robotic venipuncture"" OR ""robot-assisted venipuncture"" OR ""autonomous venipuncture"" OR ""robotic phlebotomy"" OR ""robotic blood draw"" OR ""venipuncture robot""",26,26,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,21
Europe PMC,S1,S,"TITLE_ABS:""robotic venipuncture"" OR TITLE_ABS:""robot-assisted venipuncture"" OR TITLE_ABS:""autonomous venipuncture"" OR TITLE_ABS:""robotic phlebotomy"" OR TITLE_ABS:""robotic blood draw"" OR TITLE_ABS:""venipuncture robot""",15,15,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,13
OpenAlex,S2,S,"""robotic swab"" OR ""robot-assisted swab"" OR ""autonomous swab collection"" OR ""robotic nasopharyngeal swab"" OR ""robotic oropharyngeal swab"" OR ""swabbing robot""",19,19,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,12
Europe PMC,S2,S,"TITLE_ABS:""robotic swab"" OR TITLE_ABS:""robot-assisted swab"" OR TITLE_ABS:""autonomous swab collection"" OR TITLE_ABS:""robotic nasopharyngeal swab"" OR TITLE_ABS:""robotic oropharyngeal swab"" OR TITLE_ABS:""swabbing robot""",3,3,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,2
OpenAlex,S3,S,"""robotic bronchoscopy biopsy"" OR ""robotic-assisted bronchoscopy biopsy"" OR ""robotic bronchoscopic biopsy"" OR ""robotic transbronchial biopsy"" OR ""robotic bronchoscopy needle aspiration"" OR ""robotic bronchoscopy sampling"" OR ""robotic-assisted bronchoscopy tissue acquisition""",7,7,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,5
Europe PMC,S3,S,"TITLE_ABS:""robotic bronchoscopy biopsy"" OR TITLE_ABS:""robotic-assisted bronchoscopy biopsy"" OR TITLE_ABS:""robotic bronchoscopic biopsy"" OR TITLE_ABS:""robotic transbronchial biopsy"" OR TITLE_ABS:""robotic bronchoscopy needle aspiration"" OR TITLE_ABS:""robotic bronchoscopy sampling"" OR TITLE_ABS:""robotic-assisted bronchoscopy tissue acquisition""",5,5,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,4
OpenAlex,S4,S,"""robotic prostate biopsy"" OR ""robot-assisted prostate biopsy"" OR ""robotic transperineal biopsy"" OR ""robotic transrectal biopsy""",47,47,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,32
Europe PMC,S4,S,"TITLE_ABS:""robotic prostate biopsy"" OR TITLE_ABS:""robot-assisted prostate biopsy"" OR TITLE_ABS:""robotic transperineal biopsy"" OR TITLE_ABS:""robotic transrectal biopsy""",23,23,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,19
OpenAlex,S5,S,"""robotic needle biopsy"" OR ""robot-assisted needle biopsy"" OR ""robotic percutaneous biopsy"" OR ""robotic breast biopsy"" OR ""robotic liver biopsy"" OR ""robotic lung biopsy"" OR ""robotic kidney biopsy"" OR ""robotic core needle biopsy""",22,22,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,17
Europe PMC,S5,S,"TITLE_ABS:""robotic needle biopsy"" OR TITLE_ABS:""robot-assisted needle biopsy"" OR TITLE_ABS:""robotic percutaneous biopsy"" OR TITLE_ABS:""robotic breast biopsy"" OR TITLE_ABS:""robotic liver biopsy"" OR TITLE_ABS:""robotic lung biopsy"" OR TITLE_ABS:""robotic kidney biopsy"" OR TITLE_ABS:""robotic core needle biopsy""",9,9,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,8
OpenAlex,S6,S,"""robotic endoscopic biopsy"" OR ""robot-assisted endoscopic biopsy"" OR ""robotic gastrointestinal biopsy"" OR ""robotic colon biopsy"" OR ""robotic gastric biopsy""",1,1,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,0
Europe PMC,S6,S,"TITLE_ABS:""robotic endoscopic biopsy"" OR TITLE_ABS:""robot-assisted endoscopic biopsy"" OR TITLE_ABS:""robotic gastrointestinal biopsy"" OR TITLE_ABS:""robotic colon biopsy"" OR TITLE_ABS:""robotic gastric biopsy""",1,1,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,0
OpenAlex,S7,S,"""robotic fine needle aspiration"" OR ""robot-assisted fine needle aspiration"" OR ""robotic FNA"" OR ""robotic aspiration biopsy""",1,1,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,0
Europe PMC,S7,S,"TITLE_ABS:""robotic fine needle aspiration"" OR TITLE_ABS:""robot-assisted fine needle aspiration"" OR TITLE_ABS:""robotic FNA"" OR TITLE_ABS:""robotic aspiration biopsy""",0,0,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,0
OpenAlex,S8,S,"""robotic lumbar puncture"" OR ""robot-assisted lumbar puncture"" OR ""autonomous lumbar puncture"" OR ""robotic cerebrospinal fluid collection""",5,5,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,1
Europe PMC,S8,S,"TITLE_ABS:""robotic lumbar puncture"" OR TITLE_ABS:""robot-assisted lumbar puncture"" OR TITLE_ABS:""autonomous lumbar puncture"" OR TITLE_ABS:""robotic cerebrospinal fluid collection""",1,1,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,1
OpenAlex,S9,S,"""robotic bone marrow biopsy"" OR ""robot-assisted bone marrow biopsy"" OR ""robotic bone marrow aspiration"" OR ""robotic joint aspiration"" OR ""robotic pleural aspiration"" OR ""robotic diagnostic paracentesis""",0,0,2026-08-06,2026-08-06,https://api.openalex.org/works?filter=title_and_abstract.search:<QUERY>,0
Europe PMC,S9,S,"TITLE_ABS:""robotic bone marrow biopsy"" OR TITLE_ABS:""robot-assisted bone marrow biopsy"" OR TITLE_ABS:""robotic bone marrow aspiration"" OR TITLE_ABS:""robotic joint aspiration"" OR TITLE_ABS:""robotic pleural aspiration"" OR TITLE_ABS:""robotic diagnostic paracentesis""",0,0,2026-08-06,2026-08-06,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<QUERY>,0
